kanji,ucs,jis208,jis212,jis213,radicals,grade,stroke_count,freq,jlpt,readings,meanings,nanori
映,6620,1-17-39,,,72,6,9,404,3,ying4;yeong;영;Ánh;エイ;うつ.る;うつ.す;は.える;-ば.え,reflect;reflection;projection;projection;refléter;réflexion;reflejo;reflexión;reflejar;reflejarse;proyectarse;proyectar;reflitir;reflexão;projeção,あきら;え;てる
曳,66f3,1-17-40,,,73;2,9,6,,,zhuai4;yi4;ye;예;Duệ;エイ;ひ.く,pull;tug;jerk;admit;install;quote;refer to,ひき;びき
栄,6804,1-17-41,,,75,4,9,920,2,rong2;yeong;영;Vinh;エイ;ヨウ;さか.える;は.え;-ば.え;は.える;え,flourish;prosperity;honor;glory;splendor;florissant;prospérité;honneur;gloire;splendeur;florecer;prosperidad;honor;gloria;prosperar;florescer;prosperidade;honra;glória;esplendor,さかえ;しげ;てる;なが;ひで;よし
永,6c38,1-17-42,,,85;3,5,5,846,2,yong3;yeong;영;Vĩnh;エイ;なが.い,eternity;long;lengthy;éternité;long;permanent;eterno;infinito;perpetuo;largo;prolongado;eternidade;ambicionar,え;と;のり;ひさ;ひさし
泳,6cf3,1-17-43,,,85,3,8,1223,2,yong3;yeong;영;Vịnh;エイ;およ.ぐ,swim;nager;nadar;nadar,
洩,6d29,1-17-44,,,85,,9,,,xie4;seol;ye;설;예;Duệ;Tiết;エイ;セツ;も.らす;の.びる;も.れる,leak;escape,
瑛,745b,1-17-45,,,96,9,12,2393,1,ying1;yeong;영;Anh;エイ,sparkle of jewelry;crystal;brillo de las joyas,よう;あき;あきら;てる;え
盈,76c8,1-17-46,,,108,,9,,,ying2;yeong;영;Doanh;エイ;み.たす;み.ちる,fullness;enough;pride;satisfy,みつ
穎,7a4e,1-17-47,,,115;181,,16,,,ying3;yeong;영;Dĩnh;エイ;ほさき;のぎ,heads of grain;cleverness,
頴,9834,1-17-48,,,113,,16,,,ying3;yeong;영;Dĩnh;Nhánh;Nhảnh;エイ;ほさき;のぎ,heads of grain;cleverness,え;かい
英,82f1,1-17-49,,,140,4,8,430,3,ying1;yeong;영;Anh;エイ;はなぶさ,England;English;hero;outstanding;calyx;Angleterre;anglais;fleur éclose;brillant;Inglaterra;excelente;Inglaterra;Inglês,あ;あい;え;すぐる;はな;ひ;ひで;よし;ら
衛,885b,1-17-50,,,144;60,5,16,400,1,wei4;wi;위;Vệ;エイ;エ,defense;protection;défense;protection;defensa;protección;guardián;defesa;proteção,もり;い;まもる
詠,8a60,1-17-51,,,149,8,12,2000,1,yong3;yeong;영;Vịnh;エイ;よ.む;うた.う,recitation;poem;song;composing;composer (un poème);récitation;poème;chanson;recital;composición;poesía;recitar;componer;escribir poesía;recital;poema;canção;composição,うた;え;ええ
鋭,92ed,1-17-52,,,167,8,15,1395,2,rui4;ye;tae;예;태;Duệ;Nhuệ;エイ;するど.い,pointed;sharpness;edge;weapon;sharp;violent;pointu;aigu;tranchant;arme;radical;violent;puntiagudo;afilado;borde;violento;apontar;afiar;fio;arma;violento;afiado,とし
液,6db2,1-17-53,,,85,5,11,1210,2,ye4;yi4;aeg;액;Dịch;エキ,fluid;liquid;juice;sap;secretion;liquide;jus;fluide;sève;sécrétion;líquido;fluido;fluido;líquido;suco;graxa;secreção,
疫,75ab,1-17-54,,,104,8,9,1661,1,yi4;yeog;역;Dịch;エキ;ヤク,epidemic;épidémie;epidemia;epidemia,
益,76ca,1-17-55,,,108;12,5,10,674,1,yi4;ig;익;Ích;エキ;ヤク;ま.す,benefit;gain;profit;advantage;bénéfice;gain;profit;avantage;beneficio;ganancia;ventaja;provecho;benefício;ganho;lucro;vantagem,まし;ます
駅,99c5,1-17-56,,,187,3,14,724,4,yi4;yeog;역;Dịch;エキ,station;gare;estación;estação,
悦,60a6,1-17-57,,,61,8,10,1762,1,yue4;yeol;열;Duyệt;Dột;エツ;よろこ.ぶ;よろこ.ばす,ecstasy;joy;rapture;extase;joie;ravissement;júbilo;alegría;regocijarse;êxtase;prazer,や;よし
謁,8b01,1-17-58,,,149,8,15,,1,ye4;al;알;Yết;エツ,audience;audience (with king);audience;audiencia con alguien superior;platéia;audiência (com o rei),
越,8d8a,1-17-59,,,156,8,12,897,2,yue4;weol;hwal;월;활;Việt;Hoạt;エツ;オツ;こ.す;-こ.す;-ご.し;こ.える;-ご.え,surpass;cross over;move to;exceed;Vietnam;doubler;traverser;muter;surpasser;Vietnam;sobrepasar;cruzar;exceder;moverse;superar;exceder;Vietnã,えち;えっ;お;こえ;こし;ごえ;ごし;ごや
閲,95b2,1-17-60,,,169,8,15,1855,1,yue4;yeol;열;Duyệt;Duợt;Dượt;Huịch;Huỵch;エツ;けみ.する,review;inspection;revision;revue;inspection;révision;inspección;revisión;examen;paso del tiempo;revier;inspeção;revisão,
榎,698e,1-17-61,,,75,9,14,1945,,jia3;ga;가;Giá;Giả;カ;えのき,lotus tree;nettle tree;hackberry,え;えの
厭,53ad,1-17-62,,,27,,14,,,yan4;yan1;yeom;am;yeob;염;암;엽;Yếm;Áp;Yêm;Ấp;エン;オン;アン;オウ;ユウ;ヨウ;いや;あ.きる;いと.う;おさ.える,get tired of;satiate;bore;dislike;disagreeable;unwelcome,
円,5186,1-17-63,,,13,1,4,69,4,yuan2;weon;원;Viên;エン;まる.い;まる;まど;まど.か;まろ.やか,circle;yen;round;cercle;yen;rond;circular;redondo;yen;círculo;iene;redondo,つぶら;のぶ;まどか;みつ
園,5712,1-17-64,,,31,2,13,628,2,yuan2;weon;원;Viên;エン;その,park;garden;yard;farm;parc;jardin;ferme;parque;jardín;academia;parque;jardim;quintal;fazenda,おん;ぞの
堰,5830,1-17-65,,,32,9,12,1913,,yan4;eon;언;Yển;エン;せき;せ.く,dam;prevent;stop up,
奄,5944,1-17-66,,,37,9,8,2047,,yan3;yan1;eom;엄;Yểm;Yêm;エン;おお.う;たちまち,cover;suffocate;obstruct;cubrir;esconder;ocultar;en seguida;de momento;aliento débil;respiración débil,あま
宴,5bb4,1-17-67,,,40,8,10,1675,1,yan4;yeon;연;Yến;エン;うたげ,banquet;feast;party;banquet;fête;réception (party);repos;banquete;fiesta;banquete;festa,うた;やす
延,5ef6,1-17-68,,,54,6,8,747,2,yan2;yeon;연;Duyên;エン;の.びる;の.べる;の.べ;の.ばす,prolong;stretching;prolonger;allonger;étendre;prolongar;alargar;aplazar;posponer;total;alargado;estirado;ensanchar;estirar;prolongar;esticar,たか;のぶ;のべ
怨,6028,1-17-69,,,61,8,9,2137,,yuan4;weon;원;Oán;エン;オン;ウン;うら.む;うらみ;うら.めしい,grudge;show resentment;be jealous;rancune;ressentiment;jalousie,
掩,63a9,1-17-70,,,64,,11,,,yan3;eom;엄;Yểm;エン;おお.う,cover;conceal,
援,63f4,1-17-71,,,64,8,12,312,1,yuan2;weon;원;Viên;Viện;エン,abet;help;save;renfort;aide;assistance;ayudar;auxiliar;citar;mencionar;encorajar;ajudar;salvar,
沿,6cbf,1-17-72,,,85,6,8,1121,1,yan2;yan4;yeon;연;Duyên;エン;そ.う;-ぞ.い,run alongside;follow along;run along;lie along;longer;suivre;parallèle à;seguir a lo largo de;bordear;correr ao lado;seguir ao longo;beira;estar ao longo,
演,6f14,1-17-73,,,85,5,14,267,2,yan3;yeon;연;Diễn;エン,performance;act;play;render;stage;interpréter;représentation;jouer;numéro;réciter;mettre en scène;expresar;realizar;llevar a cabo;poner en práctica;representar;performance;ato;jogo;fazer;estágio,
炎,708e,1-17-74,,,86,8,8,1242,1,yan2;yeom;염;Viêm;Đàm;Diễm;エン;ほのお,inflammation;flame;blaze;inflammation;flamme;incendie;quemar;llamarada;inflamación;flama;inflamação;chama;fogo,ぬく
焔,7114,1-17-75,,,86;4,,11,,,yan4;yeom;염;Diễm;エン;ほのお,flame;blaze,
煙,7159,1-17-76,,,86,8,13,1290,2,yan1;yeon;in;연;인;Yên;エン;けむ.る;けむり;けむ.い,smoke;fumée;humo;humeante;fumarolas;humear;fumaça,たば
燕,71d5,1-17-77,,,86;140,9,16,2147,,yan4;yan1;yeon;연;Yến;Yên;エン;つばめ;つばくら;つばくろ,swallow (bird);golondrina,
猿,733f,1-17-78,,,94,8,13,1772,1,yuan2;weon;원;Viên;エン;さる,monkey;singe;mono;simio;Macaco,さ;さわ;ざる;まし
縁,7e01,1-17-79,,,120,8,15,1291,1,yuan2;yeon;dan;연;단;Duyên;エン;-ネン;ふち;ふち.どる;ゆかり;よすが;へり;えにし,affinity;relation;connection;edge;border;verge;brink;affinité;relation;karma;rapport;bord;bordure;afinidad;relación;conexión;borde;frontera;margen;afinidade;relação;conexão;margem;borda;limite;extremidade,
艶,8276,1-17-80,,,139,8,19,2207,1,yan4;yeom;염;Diễm;エン;つや;なま.めかしい;あで.やか;つや.めく;なま.めく,glossy;luster;glaze;polish;charm;colorful;captivating;luisant;brillant;lustré;charmant;poli;verni;coloré;captivant;encantador;cautivador;lustroso;vidriado;pulido,もろ;よし
苑,82d1,1-17-81,,,140,9,8,2060,1,yuan4;weon;원;Uyển;Uất;Uẩn;エン;オン;その;う.つ,garden;farm;park;jardins (impériaux);parc;ferme;recueil;jardín imperial;jardín;parque,あや
薗,8597,1-17-82,,,140,10,16,,,yuan2;weon;원;Viên;エン;オン;その,garden;yard;farm,ぞの
遠,9060,1-17-83,,,162,2,13,887,3,yuan3;yuan4;weon;원;Viễn;Viển;エン;オン;とお.い,distant;far;loin;distant;lejos;distante;distante;longe,お;おに;ど;どお
鉛,925b,1-17-84,,,167,8,13,1710,1,qian1;yan2;yeon;연;Duyên;エン;なまり,lead;plomb;plomo;primazia,
鴛,9d1b,1-17-85,,,196,,16,,,yuan1;weon;원;Uyên;エン;オン;おし;おしどり,male mandarin duck,
塩,5869,1-17-86,,,32,4,13,1148,2,yan2;yeom;염;Diêm;エン;しお,salt;sel;sal;Sal,
於,65bc,1-17-87,,,70,9,8,2113,1,yu2;wu1;yu1;eo;o;어;오;Ư;Ô;オ;ヨ;おい.て;お.ける;ああ;より,at;in;on;as for;dans;en;à;en ce qui concerne;en;sobre;de acuerdo a,
汚,6c5a,1-17-88,,,85,8,6,908,2,wu1;o;오;Ô;Ố;Phiếm;オ;けが.す;けが.れる;けが.らわしい;よご.す;よご.れる;きたな.い,dirty;pollute;disgrace;rape;defile;sale;polluer;disgrâce;profaner;souiller;sucio;manchado;manchar;deshonrar;ensuciar;difamar;obsceno;ensuciarse;sujo;poluir;desgraça;estupro;sujar,
甥,7525,1-17-89,,,100,9,12,,,sheng1;saeng;생;Sanh;セイ;ソウ;ショウ;おい;むこ,nephew;sobrino,
凹,51f9,1-17-90,,,17,8,5,2206,1,ao1;wa1;yo;요;Ao;オウ;くぼ.む;へこ.む;ぼこ,concave;hollow;sunken;concave;creux;dépression;hueco;cóncavo;hundido;côncavo;concavidade;afundado,
央,592e,1-17-91,,,37;2,3,5,582,2,yang1;ang;앙;Ương;オウ,center;middle;centre;milieu;centro;en medio;centro;médio,あきら;え;お;さと;ちか;てる;なか;ひさ;ひろ;や
奥,5965,1-17-92,,,37;4,8,12,1018,2,ao4;o;ug;오;욱;Áo;Úc;オウ;おく;おく.まる;くま,heart;interior;intérieur;coeur;fond;épouse;profundo;interior;esposa;coração;interior,お;おお;おん;つ;のく
往,5f80,1-17-93,,,60,5,8,1421,1,wang3;wang4;wang;왕;Vãng;オウ;い.く;いにしえ;さき.に;ゆ.く,journey;travel;chase away;let go;going;before;formerly;aller simple;aller;parer (coup);voyage;parfois;ir;tiempos antiguos;a veces;viagem;caça embora;deixada ir;indo,みち
応,5fdc,1-17-94,,,61;53,5,7,266,2,ying1;ying4;eung;응;Ứng;オウ;ヨウ;-ノウ;あた.る;まさに;こた.える,apply;answer;yes;OK;reply;accept;postuler;oui;OK;accepter;combler (satisfaire);répondre;contestar;responder;aceptar;apropiado;adecuado;Candidatar-se;resposta;sim;OK;aceitar,お;たか;まさ
押,62bc,1-18-01,,,64,8,8,789,2,ya1;ya2;ab;gab;압;갑;Áp;オウ;お.す;お.し-;お.っ-;お.さえる;おさ.える,push;stop;check;subdue;attach;seize;weight;shove;press;seal;do in spite of;appuyer;pousser;arrêter;contrôler;soumettre;attacher;saisir;maintenir;sceau;presser;faire en dépit de;empujar;presionar;forzar;contener;reprimir;suprimir;empurrar;parada;checar;subjugar;anexar;prender;peso;imprensa;carimbo;fazer apesar de,おし;おす;おや
旺,65fa,1-18-02,,,72,8,8,2342,1,wang4;wang;왕;Vượng;オウ;さかん,flourishing;successful;beautiful;vigorous;floreciente;exitoso;bello;vigoroso,
横,6a2a,1-18-03,,,75,3,15,480,2,heng2;heng4;hoeng;횡;Hoành;Hoạnh;Quáng;Vàng;オウ;よこ,sideways;side;horizontal;width;woof;unreasonable;perverse;latéral;côté;horizontal;largeur;trame (tissu);lateral;lado;horizontal;egoísta;incorrecto;costado;De lado;lado;horizontal;largura;trama (tecidos),
欧,6b27,1-18-04,,,76,8,8,421,2,ou1;gu;구;Âu;Ẩu;オウ;うた.う;は.く,Europe;Europe;Europa;Europa,おお;ひろ
殴,6bb4,1-18-05,,,79,8,8,1622,1,ou1;gu;구;Ấu;Ẩu;Khu;オウ;なぐ.る,assault;hit;beat;thrash;assaut;attaque;frapper;battre;rosser;asaltar;golpear;apalear;assalto;ataque;batida;bater,
王,738b,1-18-06,,,96,1,4,684,2,wang2;wang4;wang;왕;Vương;Vượng;オウ;-ノウ,king;rule;magnate;roi;régner;magnat;rey;regla;magnate;rei;regra;magnata;governo,おお;おおきみ;わ
翁,7fc1,1-18-07,,,124;12,8,10,2064,1,weng1;ong;옹;Ông;オウ;おきな,venerable old man;vénérable vieillard;anciano;velho venerável,お;おな
襖,8956,1-18-08,,,145,9,17,,,ao3;o;오;Áo;オウ;ふすま;あお,opaque sliding door,
鴬,9d2c,1-18-09,,,196,,16,,,ying1;aeng;앵;Oanh;オウ;うぐいす,nightingale;bush warbler,
鴎,9d0e,1-18-10,,,196,,15,2187,,ou1;gu;구;Âu;オウ;かもめ,seagull;gaviota,
黄,9ec4,1-18-11,,,201,2,11,1240,2,huang2;hwang;황;Hoàng;コウ;オウ;き;こ-,yellow;jaune;amarillo;amarelo,うい;れい
岡,5ca1,1-18-12,,,46;13,4,8,463,,gang1;gang;강;Cương;コウ;おか,mount;hill;knoll;mont;colline;butte;monte;colina;cima de una colina,
沖,6c96,1-18-13,,,85,4,7,929,1,chong1;chung;충;Trùng;Xung;チュウ;おき;おきつ;ちゅう.する;わく,open sea;offing;rise high into sky;au large;en haute mer;montée au ciel;mar abierto;alta mar;ascender;oceano aberto;mar aberto;subir no ceú,
荻,837b,1-18-14,,,140,9,10,1630,,di2;jeog;적;Địch;テキ;おぎ,reed;rush;roseau;jonc;junco,
億,5104,1-18-15,,,9,4,15,716,2,yi4;eog;억;Ức;オク,hundred million;10**8;cent millions;10**8;cien millones;10 elevado a 8;cem milhões;10 elevado a 8,お
屋,5c4b,1-18-16,,,44,3,9,616,3,wu1;og;옥;Ốc;オク;や,roof;house;shop;dealer;seller;toit;maison;échoppe;négociant;vendeur;casa;tejado;tienda;teto;casa;loja;negociante;vendedor,た
憶,61b6,1-18-17,,,61,8,16,1324,1,yi4;eog;억;Ức;オク,recollection;think;remember;souvenir;mémoire;réminiscence;100 millones;cantidad grande;lembrança;pensar;recordar,
臆,81c6,1-18-18,,,130,8,17,,,yi4;eog;억;Ức;オク;ヨク;むね;おくする,timidity;heart;mind;fear;cowardly;pecho;mente;adivinar;conjeturar;timidez;cobardía,
桶,6876,1-18-19,,,75,9,11,2210,,tong3;tong;yong;통;용;Dũng;ヨウ;トウ;おけ,tub;bucket;cubo;balde;tina;bañera,
牡,7261,1-18-20,,,93,9,7,2155,,mu3;mo;모;Mẫu;ボ;ボウ;おす;お-;おん-,male;macho;masculino,
乙,4e59,1-18-21,,,5,8,1,1841,1,yi3;eul;을;Ất;オツ;イツ;おと-;きのと,the latter;duplicate;strange;witty;fishhook radical (no. 5);radical hameçon (no. 5);chic;signe du 2ème tronc céleste;dernier;second;étrange;segundo;duplicado;extraño;ingenioso;elegante;o último;duplicar;engenhoso;estranho,
俺,4ffa,1-18-22,,,9,8,10,1946,,an3;eom;am;엄;암;Yêm;エン;おれ;われ,I;myself;yo;yo mismo,
卸,5378,1-18-23,,,26,8,9,1520,1,xie4;sa;사;Tá;シャ;おろ.す;おろし;おろ.し,wholesale;vente en gros;venta al por mayor;venda por atacado,
恩,6069,1-18-24,,,61,6,10,1418,1,en1;eun;은;Ân;オン,grace;kindness;goodness;favor;mercy;blessing;benefit;faveur;gentillesse;bonté;pitié;grâce;bénédiction;bienfait;gracia;bondad;favor;bendición;compasión;graça;gentileza;bondade;favor;misericórdia;benção;benefício,めぐみ
温,6e29,1-18-25,,,85,3,12,838,2,wen1;on;온;Ôn;Uẩn;Ồn;Ổn;Un;オン;あたた.か;あたた.かい;あたた.まる;あたた.める;ぬく,warm;chaud;templado;cálido;amable;afable;calentarse;calentar;morno,あつ;あつし;なお;はる;ゆ;ゆたか
穏,7a4f,1-18-26,,,115,8,16,1535,1,wen3;on;온;Ổn;Ủn;オン;おだ.やか,calm;quiet;moderation;paisible;calme;modéré;tranquilo;en calma;silencioso;moderación;calmado;amable;calma;tranquilidade;moderação,
音,97f3,1-18-27,,,180,1,9,491,3,yin1;eum;음;Âm;オン;イン;-ノン;おと;ね,sound;noise;son;bruit;sonido;ruido;som;barulho,お;と
下,4e0b,1-18-28,,,1,1,3,97,4,xia4;ha;하;Hạ;Há;カ;ゲ;した;しも;もと;さ.げる;さ.がる;くだ.る;くだ.り;くだ.す;-くだ.す;くだ.さる;お.ろす;お.りる,below;down;descend;give;low;inferior;au-dessous;descendre;bas;donner (vous me donnez);inférieur;debajo;inferior;debajo de;parte inferior;baixo;abaixo;descende;inferior;sub;sob,さか;しと
化,5316,1-18-29,,,21;9,3,4,89,2,hua4;hwa;화;Hóa;カ;ケ;ば.ける;ば.かす;ふ.ける;け.する,change;take the form of;influence;enchant;delude;-ization;transformation;prendre la forme de;maquillage;influence;fantôme;enchanter;tromper;chimie;-isation;cambiar;transformarse;modificarse;disfrazarse;mudança;tomar a forma de;influência;encantar;iludir;seduzir;-isação,
仮,4eee,1-18-30,,,9,5,6,1039,2,jia3;jia4;ga;ban;가;반;Phản;カ;ケ;かり;かり-,sham;temporary;interim;assumed (name);informal;factice;intérim;temporaire;emprunt (nom d');informel;ka(na);temporal;provisional;falso;fingimento;temporário;interim;assumido (nome);informal,
何,4f55,1-18-31,,,9,2,7,340,4,he2;he4;ha;하;Hà;カ;なに;なん;なに-;なん-,what;quoi;qué;que,あが
伽,4f3d,1-18-32,,,9,9,7,2323,1,jia1;qie2;ga;가;Già;カ;ガ;キャ;ギャ;とぎ,nursing;attending;entertainer;asistencia;cuidado;atención,
価,4fa1,1-18-33,,,9,5,8,250,2,jia4;jie4;ga;가;Giá;Giới;カ;ケ;あたい,value;price;prix;valeur;valor;precio;coste;mérito;valor;preço,
佳,4f73,1-18-34,,,9,8,8,1643,1,jia1;ga;gae;가;개;Giai;カ,excellent;beautiful;good;pleasing;skilled;excellent;beau;bon;plaisant;habile;excelente;bello;bonito;bom;belo;excelente;agradável;hábil,けい;よし
加,52a0,1-18-35,,,19,4,5,130,2,jia1;ga;가;Gia;カ;くわ.える;くわ.わる,add;addition;increase;join;include;Canada;ajouter;addition;augmentation;rejoindre;inclure;Canada;agregar;añadir;incrementar;Canadá;sumar;unirse;somar;adição;aumento;unir;incluir;Canadá,
可,53ef,1-18-36,,,30;1,5,5,314,2,ke3;ke4;ga;geug;가;극;Khả;Khắc;カ;コク;-べ.き;-べ.し,"can;passable;approval;possible;acceptable;ne doit pas;ne pas, négatif;bueno;aprobación;posible;poder hacer;aceitável;não deve não;faz",よし
嘉,5609,1-18-37,,,30;32,9,14,1553,1,jia1;ga;가;Gia;カ;よみ.する;よい,applaud;praise;esteem;happy;auspicious;bueno;bonito;alabar;alegrarse,ひろ;よし;よしみ;かず;よ
夏,590f,1-18-38,,,35;1,2,10,659,3,xia4;jia3;ha;하;Hạ;Giạ;Giá;カ;ガ;ゲ;なつ,summer;été;verano;verão,
嫁,5ac1,1-18-39,,,38,8,13,1581,1,jia4;ga;가;Giá;カ;よめ;とつ.ぐ;い.く;ゆ.く,marry into;bride;prendre mari;mariage;belle-fille;novia;nuera;casarse;dar responsabilidad;Casar;noiva,
家,5bb6,1-18-40,,,40,2,10,133,3,jia1;gu1;ga;가;Gia;Cô;カ;ケ;いえ;や;うち,house;home;family;professional;expert;performer;maison;casa;hogar;especialista;casa;lar,あり;え;く;つか;べ
寡,5be1,1-18-41,,,40,8,14,2035,1,gua3;gwa;과;Quả;カ,widow;minority;few;très peu;minorité;veuve;poco;solo;viudo;viúva;minoria;poucos,
科,79d1,1-18-42,,,115,2,9,531,2,ke1;gwa;과;Khoa;カ,department;course;section;département;section;cours;science;departamento;curso;materia;falta;delito;departamento;curso;seção,しな
暇,6687,1-18-43,,,72,8,13,1386,1,xia2;xia4;ga;가;Hạ;カ;ひま;いとま,spare time;rest;leisure;time;leave of absence;temps libre;repos;loisirs;temps;congé;tiempo libre;descanso;ocio;tiempo libre ocio;separación;adiós;tempo livre;descanso;lazer;tempo;ausência,
果,679c,1-18-44,,,75;2,4,8,258,2,guo3;gwa;과;Quả;カ;は.たす;はた.す;-は.たす;は.てる;-は.てる;は.て,fruit;reward;carry out;achieve;complete;end;finish;succeed;fruit;récompense;remplir (tâche);achever;compléter;finir;réussir;atteindre un but;fruto;resultado;llevar a cabo;finalizar;fruta;recompensa;levar a cabo;alcançar;completar;fim;bem-sucedido,み
架,67b6,1-18-45,,,75,8,9,1555,1,jia4;ga;가;Giá;カ;か.ける;か.かる,erect;frame;mount;support;shelf;construct;ériger;monter;suspendre (pont);supporter (poids);étagère;construire;montar;apoyar;estante;construir;colgar;construir un puente;eregir;moldura;monte;apoio;prateleira;construir,
歌,6b4c,1-18-46,,,76,2,14,519,3,ge1;ga;가;Ca;カ;うた;うた.う,song;sing;chanson;chanter;canción;cantar;canção;cantar,
河,6cb3,1-18-47,,,85,5,8,663,2,he2;ha;하;Hà;カ;かわ,river;rivière;fleuve;río;corriente;rio,かっ;こ;こう
火,706b,1-18-48,,,86,1,4,574,4,huo3;hwa;화;Hỏa;カ;ひ;-び;ほ-,fire;feu;fuego;flama;llama;fogo,
珂,73c2,1-18-49,,,96,9,9,2227,,ke1;ga;가;Kha;カ,jewel,が
禍,798d,1-18-50,,,113,8,13,2010,1,huo4;hwa;화;Họa;カ;わざわい,calamity;misfortune;evil;curse;calamité;malchance;mal;malédiction;calamidad;desgracia;infortunio;calamidade;desgraça;mal;maldição,
禾,79be,1-18-51,,,115,9,5,,,he2;hwa;화;Hòa;カ;いね,two-branch tree radical (no. 115),
稼,7a3c,1-18-52,,,115,8,15,1264,1,jia4;ga;가;Giá;カ;かせ.ぐ,earnings;work;earn money;gains;travail;gagner de l'argent;ganancias;sueldo;trabajar;ganarse la vida;salário;trabalhar;ganhar dinheiro,
箇,7b87,1-18-53,,,118,8,14,,1,ge4;gae;개;Cá;カ;コ,counter for articles;unités;compteur de choses;contador y enumerador para cosas;sufixo para contagem de coisas em geral,
