kanji,ucs,jis208,jis212,jis213,radicals,grade,stroke_count,freq,jlpt,readings,meanings,nanori
劀,5280,,1-19-45,,18,,14,,,gua1;gwal;Quất;カツ;けず.る,,
劂,5282,,1-19-46,2-03-30,18,,14,,,jue2;gwe;Khuyết;Quyết;Khoét;ケツ;クチ;ケイ;ケ;けず.る,chisel for engraving;engrave,
劅,5285,,1-19-47,,18,,15,,,zhuo2;タク,,
劊,528a,,1-19-48,,18,,15,,,gui4;hoe;goe;Khoái;Quái;カイ;ケ;カツ;た.つ,amputate;cut off,
劌,528c,,1-19-49,,18,,16,,,gui4;gwi;Quế;Quệ;ケイ;ケ;そこ.なう;さ.く;はり;とげ;あ.う,to cut;injure;stab;stick on,
劓,5293,,1-19-50,1-14-65,18,,16,,,yi4;eui;Nghị;Nhị;Tị;Tỵ;ギ;ゲイ;はなき.る;はなきり;さ.く,cut off nose,
劕,5295,,1-19-51,,18,,17,,,zhi4;Chất;Chặt;Xắc;シツ;シチ;チ;たち;ただ.す;もと;わりふ,,
劖,5296,,1-19-52,,18,,19,,,chan2;cham;Sàm;Thiền;サン;た.つ;けず.る,make into mince;cut,
劗,5297,,1-19-53,,18,,21,,,cuan2;chan;Tiễn;Giản;サン;セン;へ.らす;き.る,,
劘,5298,,1-19-54,2-03-32,18,,21,,,mo2;ma;Ma;Mạ;Mi;My;バ;マ;ビ;ミ;けず.る;する;わ.ける,make into mince,
劚,529a,,1-19-55,,18,,23,,,zhu2;chog;Chủ;チャク;チョウ;チョク;き.る,cut,
劜,529c,,1-19-56,,19,,3,,,ya4;アツ;エチ;つよ.い,,
劤,52a4,,1-19-57,2-03-34,19,,6,,,jing4;geun;キン;コン;ロク;ちから,strong,
劥,52a5,,1-19-58,,19,,6,,,keng1;コウ;キョウ;つよ.い,,
劦,52a6,,1-19-59,2-03-35,19,,6,,,xie2;hyeob;Động;Hiệp;キョウ;リョウ;にわか;ととの.う,,
劧,52a7,,1-19-60,,19,,6,,,zhi3;シ;かた.い,,
劯,52af,,1-19-61,2-03-36,19,,7,,,zhu1;ショ;つよ.い,,
劰,52b0,,1-19-62,,19,,7,,,mo4;バク;マク;つと.める,,
劶,52b6,,1-19-63,,19,,8,,,kou3;gu;コウ;ク;つと.める,,
劷,52b7,,1-19-64,,19,,8,,,yang2;ヨウ;すす.める,,
劸,52b8,,1-19-65,,19,,8,,,wa1;Khỏe;アイ;ア;せま.る,,
劺,52ba,,1-19-66,2-03-37,19,,8,,,mou2;ボウ;ム;すすめはげ.ます,,
劻,52bb,,1-19-67,2-03-38,19,,8,,,kuang1;gwang;Khuông;キョウ;コウ;あわ.てる,flurried;be in flurry;zealous,
劽,52bd,,1-19-68,,19,,8,,,lie4;レツ;レチ;か.る,,
勀,52c0,,1-19-69,,19,,9,,,ke4;geug;コク;つと.める;かつ,,
勄,52c4,,1-19-70,,19,,9,,,min3;Mẫn;ビン;さとい,active;clever;prompt witty;smart;earnest;diligent;to hasten,
勆,52c6,,1-19-71,,19,,9,,,lang2;ロウ;つよ.い,,
勈,52c8,,1-19-72,1-14-66,19,,9,,,yong3;Dõng;Dũng;ヨウ;いさ.む,,
勌,52cc,,1-19-73,1-14-68,19,,10,,,juan4;gweon;Quyển;Quyện;ケン;カン;つと.める;う.む,to labor;tired,
勏,52cf,,1-19-74,,19,,10,,,bu4;ホウ;ブ;つと.める,,
勑,52d1,,1-19-75,2-03-41,19,,10,,,lai4;rae;chig;Lai;Lại;Sắc;ライ;チャク;チキ;いたわ.る;ただ.す;おさ.める,reward,
勔,52d4,,1-19-76,,19,,11,,,mian3;min;Miễn;ベン;メン;ビン;ミン;つと.める;すす.める,endeavor;make effort;urge,つとむ
勖,52d6,,1-19-77,1-14-70,19,,11,,,xu4;ug;Húc;Úc;Hục;キャク;コク;ボウ;キョク;つと.める,enjoin;advise;preach to,
勛,52db,,1-19-78,1-14-71,19,,12,,,xun1;hun;Huân;クン;いさお,meritorious deed;merits;rank,
勜,52dc,,1-19-79,,19,,12,,,weng3;オ;ヨウ;つよ.い,,
勡,52e1,,1-19-80,,19,,13,,,piao1;pyo;ヒョウ;かす.める,,
勥,52e5,,1-19-81,,19,,13,,,qiang3;キョウ;ゴウ;せま.る;つと.める,,
勨,52e8,,1-19-82,,19,,13,,,xiang4;yang;sang;ヨウ;ショウ;ゆる.やか;うご.く,,
勩,52e9,,1-19-83,,19,,14,,,yi4;ye;i;Duệ;エイ;イ;シ;いたつき;つか.れる,work hard;belabored;toil,
勪,52ea,,1-19-84,,19,,14,,,qiao1;キャク;ガク;キョウ;すす.む,,
勬,52ec,,1-19-85,,19,,14,,,juan1;ケン;つと.める;すこ.やか,,
勰,52f0,,1-19-86,1-14-73,19,,15,,,xie2;hyeob;Hiếp;Hiệp;キョウ;かな.う;あ.う,peaceful;harmonious,
勱,52f1,,1-19-87,,19,,15,,,mai4;mae;Mại;バイ;メ;つと.める,put forth effort;strive forward,
勴,52f4,,1-19-88,,19,,17,,,lu:4;ryeo;Lự;リョ;ロ;たす.ける,,
勶,52f6,,1-19-89,,19,,17,,,che4;cheol;ケツ;デチ;テツ;はな.つ;とりさ.る,,
勷,52f7,,1-19-90,2-03-43,19,,19,,,rang2;yang;Nhương;ジョウ;ニョウ;はし.る,urgent;in haste;hurriedly;help,
匀,5300,,1-19-91,1-14-75,20,,4,,,yun2;gyun;yun;Quân;イン;すく.ない;ひと.しい,equal,きん
匃,5303,,1-19-92,,20,,5,,,gai4;gae;Cái;カツ;カチ;カイ;こう;あた.える,beggar;beg;give,
匊,530a,,1-19-93,2-03-44,20,,8,,,ju2;gug;Cúc;キク;コク;むす.ぶ;すく.う;たなごころ,handful,
匋,530b,,1-19-94,2-03-45,20,,8,,,tao2;do;yo;Đào;トウ;ヨウ;やきもの,pottery,
匌,530c,,1-20-01,,20,,8,,,ge2;hab;Cáp;コウ;あ.う;めぐ.る,,
匑,5311,,1-20-02,,20,,12,,,gong1;gung;Cung;Khung;キュウ;ク;キク;コク;うやま.う,,
匓,5313,,1-20-03,,20,,13,,,jiu4;gu;Cứu;キョウ;ク;キュウ;あつ;はか.る,,
匘,5318,,1-20-04,,21,,11,,,nao3;noe;Não;ノウ;ドウ;のうず.る,the brain,
匛,531b,,1-20-05,,22,,5,,,jiu4;gu;Cữu;キュウ;グ;ひちぎ;ひつぎ,bier;coffin,
匜,531c,,1-20-06,1-14-77,22,,5,,,yi2;i;Di;Dị;イ;タ;ひさげ;はんぞう,basin;container for wine,
匞,531e,,1-20-07,,22,,5,,,jiang4;jang;Tượng;ショウ;たくみ,,
匟,531f,,1-20-08,,22,,6,,,kang4;gang;Kháng;コウ,divan for two persons,
匥,5325,,1-20-09,,22,,7,,,fan2;byeon;ヘン;はこ,,
匧,5327,,1-20-10,,22,,9,,,qie4;hyeob;Khiếp;Kiếp;Tráp;キョウ;はこ,trunk;portfolio,
匨,5328,,1-20-11,,22,,9,,,cang2;zang4;Tàng;Tạng;ソウ;くら;おさ.める;かく.れる,,
匩,5329,,1-20-12,,22,,9,,,kuang1;Khuông;キョウ;すく.う,,ただ.す
匫,532b,,1-20-13,,22,,10,,,hu1;Hốt;コツ;コチ;いつわ.る,,
匬,532c,,1-20-14,,22,,11,,,yu3;yu;Tủ;ユ;トウ;ズ;ます;もたい,,
匭,532d,,1-20-15,,22,,11,,,gui3;gwe;Quĩ;Quỹ;キ;コ;はこ;くく.る,small box;chest;casket,
匰,5330,,1-20-16,,22,,14,,,dan1;dan;Đan;Đơn;タン;ずし;はこ,,
匲,5332,,1-20-17,,22,,14,,,lian2;ryeom;Liêm;レン;くしげ;はこ,cosmetics box,
匵,5335,,1-20-18,2-03-47,22,,17,,,du2;dog;Độc;トク;トウ;ひつ;はこ,case;casket,
匼,533c,,1-20-19,,23,,8,,,an4;ab;Ảm;Hạp;Hộp;Kháp;Khạp;Khập;Tráp;アン;オン;コウ;こびへつら.う;めぐ.る,hood;flattering;enclosed in something that goes round and round,
匽,533d,,1-20-20,,23,,9,,,yan3;eon;Yển;エン;かく.す;ふ.す;なび.く;はこ;どぶ,to hide;to secrete;to repress;to bend,
匾,533e,,1-20-21,2-03-48,23,,11,,,bian3;pyeon;Biên;Biền;Biển;ヘン;うす.い;ひら.たい;がく,flat;round split-bamboo contain,
卂,5342,,1-20-22,2-03-49,24,,3,,,xin4;sin;Tín;シン;とぶ,to fly rapidly,
卌,534c,,1-20-23,,24;2,,5,,,xi4;sib;Tấp;Tị;Tỵ;シュウ;よんじゅう;しじゅう,40,
卋,534b,,1-20-24,,24;2,,6,,,shi4;se;Thế;セイ;セ;ソウ;よ;よよ;う.む;う.まれる,generation;world;society;public,つぎ;つぐ;とき
卙,5359,,1-20-25,,24,,11,,,ji2;jib;ショウ;シュウ;あつ.まる,,
卛,535b,,1-20-26,,24,,21,,,shuai4;lu:4;Suất;ソツ;リツ;シュツ;ひき.いる,,
卡,5361,,1-20-27,1-14-79,25,,5,,,qia3;ka3;jab;Ca;Khải;Sá;Tạp;サ;カ;ソウ,card;punch card;calorie,
卣,5363,,1-20-28,1-14-80,25,,7,,,you3;you4;yu;Đảo;Dữu;ユウ;ユ;さけつぼ,wine pot,
卥,5365,,1-20-29,,25,,8,,,xi1;Tây;セイ,,
卬,536c,,1-20-30,2-03-53,26,,4,,,ang2;yang3;ang;Ngang;Cung;Ngàng;キョウ;ゴウ;のぞ.む;な.す;たか.ぶる,lofty;high;raise;high-priced,
卭,536d,,1-20-31,,26,,5,,,qiong2;gong;Cung;Ngang;Đặng;キョウ,high;to raise,
卲,5372,,1-20-32,,26,,7,,,shao4;so;Thiều;Thiệu;Ngoẹo;Thiêu;ショウ;たか.い,eminent;lofty;beautiful;surname,
卹,5379,,1-20-33,,26,,8,,,xu4;hyul;Tuất;シュツ;シュチ;ソツ;ソチ;うれ.える,sympathy;pity;comfort,
卾,537e,,1-20-34,,26,,11,,,e4;ag;ガク;うわあご,,
厃,5383,,1-20-35,,27,,4,,,han3;jeom;wi;セン;ギ;エン;あお.ぐ;たるき;のき,to look upward,
厇,5387,,1-20-36,,27,,5,,,zhe2;chaeg;Trạch;タク;チャク;さ.く;はりつ.け;ひら.く,,
厈,5388,,1-20-37,,27,,5,,,an1;chang3;Hán;カン;かりがね;がんだれ,,
厎,538e,,1-20-38,,27,,7,,,zhi3;ji;Chi;Chỉ;Để;シ;テイ;キイ;チ;と.ぐ;といし;みが.く;たいら.にする,settle,
厓,5393,,1-20-39,1-14-82,27,,8,,,ya2;ae;Nhai;Day;ガイ;ゲ;ギ;がけ;きし;かたえ;はて,precipice;shore;bank;surname;cliff,
厔,5394,,1-20-40,,27,,8,,,zhi4;jil;Chất;Thất;Chái;Choái;シツ;シチ;ささ.えられる;と.まる,stop;hinder;place near water,
厙,5399,,1-20-41,,27,,9,,,she4;Xá;Khậu;Khố;シャ,surname,
厝,539d,,1-20-42,1-14-83,27,,10,,,cuo4;jo;Thác;Thố;Xó;サク;ソ;セキ;ジャク;といし;ま.じる;おく,cut;engrave;gravest,
厡,53a1,,1-20-43,,27,,11,,,yuan2;Nguyên;Nguyện;ゲン;はら;もと;たず.ねる;ゆる.す;もと.より,meadow;original;primitive;field;plain;prairie;tundra;wilderness,おか;はじめ
厤,53a4,,1-20-44,2-03-55,27,,12,,,li4;ryeog;Lịch;Ma;レキ;リャク;おさ.める,to calculate;the calendar,
厪,53aa,,1-20-45,,27,,13,,,qin2;jin3;geun;Cận;キン;ゴン;こや,hut;careful,
厫,53ab,,1-20-46,,27,,13,,,ao2;Ngao;ゴウ;くら,granary,
厯,53af,,1-20-47,,27,,13,,,li4;Lịch;レキ;こよみ,,
厲,53b2,,1-20-48,1-14-84,27,,15,,,li4;ryeo;Lại;Lệ;Lẹ;レイ;ライ;レツ;レチ;といし;と.ぐ;こす.る,whetstone;grind;sharpen;whet;encourage,
厴,53b4,,1-20-49,2-03-56,27,,19,,,yan3;Áp;エン,shell,
厵,53b5,,1-20-50,,27,,30,,,yuan2;weon;Nguyên;ゲン;みなもと,spring;source,
厷,53b7,,1-20-51,2-03-58,28,,4,,,si1;goeng;Cung;Quăng;コウ;かいな;ひじ;まる.い,the fore-arm;the upper-arm;round,
厸,53b8,,1-20-52,,28,,4,,,lin2;rin;Lân;リン;とな.る;となり,,
厺,53ba,,1-20-53,,28,,5,,,qu4;geo;Khứ;Khử;キョ;コ;さ.る,to go;depart,
厽,53bd,,1-20-54,,28,,6,,,lei3;rwi;cham;ルイ;サン;かべ,,
叀,53c0,,1-20-55,2-03-59,28,,8,,,zhuan1;Chuyên;セン;つつし.む;か.ける,spool used to collect spun thread;generally;wholly,
叅,53c5,,1-20-56,,28,,12,,,can1;cen1;shen1;cham;Sâm;Tham;Xam;Tảm;サン;シン;まい.る;まじ.わる;みつ,to counsel;to consult together;to take part in;to intervene,
叏,53cf,,1-20-57,,29,,5,,,guai4;gwae;Quái;カイ;ケツ;ケチ;わ.ける,,
叒,53d2,,1-20-58,,29,,6,,,ruo4;yag;Nhược;ニャク;シャク;したが.う,obedient;united,
叓,53d3,,1-20-59,,29,,7,,,shi4;sa;Sự;シ;ズ;こと;つか.う;つか.える,affair;matter;work,
叕,53d5,,1-20-60,2-03-63,29,,8,,,zhui4;cheol;Chuế;Chuyết;Xuyết;テイ;テツ;テチ;ゲツ;イ;と.じる;つづ.る;すみ.やか,concatenate;compose;covered in a gauze like net,
叚,53da,,1-20-61,2-03-64,29,,9,,,jia3;ga;Giả;カ;ケ;か.りる;か.す,false,
叝,53dd,,1-20-62,,29,,9,,,ji2;コウ,to respectfully inform,
叞,53de,,1-20-63,,29,,10,,,yu4;wi;Uất;Úy;Ủy;イ;じょう,,
叠,53e0,,1-20-64,,29,,13,,,die2;Điệp;ジョウ;チョウ;たた.む;たたみ;かさ.なる,pile;be piled up;fold up,
另,53e6,,1-20-65,,30,,5,,,ling4;ryeong;Lánh;Quả;Liếng;Lính;Tránh;レイ;リョウ;わか.れる;さ.く;べつ.の;べつ.に,another;separate;other,
叧,53e7,,1-20-66,,30,,5,,,gua3;Lánh;Qua;Quả;カ;ケ;わ.ける;さ.く,to cut meat off away from bones;ancient torture,
叵,53f5,,1-20-67,2-03-67,30,,5,,,po3;pa;Phả;ハ;でき.ない;すこぶる;ついに,cannot;be unable do;improbable;thereupon,
吂,5402,,1-20-68,,30,,6,,,mang2;Mang;ボウ;モウ;おいぼ.れる,,
吓,5413,,1-20-69,,30,,6,,,xia4;he4;Hạ;Hách;Nha;Hự;カ;おど.す,scare;frighten;intimidate,
吚,541a,,1-20-70,,30,,7,,,yi1;eui;Y;I;イ;キ;うめ.く,used to represent sound,
吡,5421,,1-20-71,,30,,7,,,bi3;pi3;pil;Khấm;Phỉ;Tật;ヒツ;ビチ;ヒ;そし.る,blame,
吧,5427,,1-20-72,1-14-86,30,,7,,,ba5;ba1;pa;Ba;Bơ;Và;Vài;Vừa;ハ;ヘ,emphatic final particle,
吨,5428,,1-20-73,2-03-70,30,,7,,,dun1;dun;Đốn;Đồn;Đốt;Dồn;Dộn;Đùn;Rộn;Xồn;トン,metric ton,
吪,542a,,1-20-74,,30,,7,,,e2;wa;Ngoa;Hóe;グウ;ゲ;カ;うご.く;か.える;か.わる,move,
启,542f,,1-20-75,,30,,7,,,qi3;gye;Khải;Khể;ケイ;ひら.く,open;begin;commence;explain,
吱,5431,,1-20-76,,30,,7,,,zhi1;zi1;ji;Chi;Khi;Tư;Chê;Chế;シ;キ,chirping;squeaking;hissing,
吴,5434,,1-20-77,,30,,7,,,wu2;o;Ngô;ゴ;く.れる;くれ,name of warring state;surname,
吵,5435,,1-20-78,,30,,7,,,chao3;chao1;myo;cho;Sao;Sảo;Thểu;Thiu;Thỉu;ビョウ;ミョウ;ソウ;ショウ;さえず.る;こえ,argue;dispute;disturb;annoy,
呃,5443,,1-20-79,2-03-72,30,,7,,,e4;e5;ae;Ách;Ải;Nhách;アク;アイ;な.く,belch;hiccup,
呄,5444,,1-20-80,,30,,7,,,ge2;コク,,
呇,5447,,1-20-81,,30,,7,,,qi3;ケイ,star,
呍,544d,,1-20-82,1-14-87,30,,7,,,hong1;コウ;ウン;イン;オン;グ;ほえ.る,moo of a cow;scream;to yell;dogs barking at each other,
呏,544f,,1-20-83,,30,,7,,,sheng1;seung;Thăng;ショウ;がろん;くおおと,gallon;quart,
呞,545e,,1-20-84,,30,,8,,,shi1;Te;シ;チ;かみかえ.す,,
呢,5462,,1-20-85,2-03-73,30,,8,,,ni2;ne5;ni;Nê;Ni;Nỉ;Trừu;Nài;Này;Nấy;Nầy;Nì;Le;Ne;ジ;ニ,emphatic final;interrogative,
呤,5464,,1-20-86,,30,,8,,,ling2;ling4;ryeong;Lệnh;Gầm;Gẫm;Gặm;Lanh;Linh;レイ;リョウ;ささや.き,,
呦,5466,,1-20-87,2-03-74,30,,8,,,you1;yu;U;Ưu;Ao;Ào;Ạo;ユ;オウ;ユウ;ヨウ;むせ.ぶ;さけ.ぶ,the bleating of the deer,
呧,5467,,1-20-88,,30,,8,,,di3;je;Để;Thánh;テイ;タイ;そし.る;しか.る,to rebuke;to scold;slander,
呩,5469,,1-20-89,,30,,8,,,shi4;Thị;Nỉ;Thĩ;シ;たしな.む;この.む,,
呫,546b,,1-20-90,1-14-89,30,,8,,,zhan1;cheob;Chiếp;Thiếp;Triệt;Xiếp;Chém;Chễm;Chiêm;Chím;Chỉm;Chòm;Chõm;Chúm;Chùm;Dụm;Giụm;Nhóm;Xóm;Xúm;チョウ;ショウ;テン;な.める;ささや.く;しゃべ.る,whisper;lick;taste;petty,
呭,546d,,1-20-91,,30,,8,,,yi4;ye;Duệ;Thé;Thè;エイ;セツ;セチ;しゃべ.る;たの.しむ,final particle expressing consent;talkative,
呮,546e,,1-20-92,,30,,8,,,qi4;gi;キ;こしか.ける,to sit,
呴,5474,,1-20-93,1-14-90,30,,8,,,xu1;gu;Cấu;Ha;Hấu;Hống;Hu;Hứa;Cáu;Gâu;ク;コウ,breathe on;yawn;roar,
呿,547f,,1-20-94,1-14-91,30,,8,,,qu1;geo;Khư;Hứ;Khứ;Khứa;カ;キョ;コ;キョウ;コウ;ひら.く;あくび.する,to yawn,
咁,5481,,1-21-01,,30,,8,,,gan1;Cam;Cám;Hàm;Căm;カン;ふく.む,so,
咃,5483,,1-21-02,,30,,8,,,tuo1;タ,,
咅,5485,,1-21-03,,30,,8,,,pou3;Phẫu;Phôi;Phủ;Thấu;トウ,to spit out,
咈,5488,,1-21-04,1-14-92,30,,8,,,fu2;bul;Phất;Phật;Phớt;フツ;ブチ;ヒツ;ビチ;たが.う;いな,oppose,
咉,5489,,1-21-05,,30,,8,,,bi4;fu2;ang;Ương;オウ;ふさ.がる,an echo;sound;to vomit (as an infant),
咍,548d,,1-21-06,2-03-77,30,,8,,,hai1;hae;Hai;Hải;Hay;Hây;Hãy;Hẫy;Thay;カイ;タイ;わら.う;よろこ.ぶ,laugh,
咑,5491,,1-21-07,,30,,8,,,da1;Đát;ダ,,
咕,5495,,1-21-08,2-03-78,30,,8,,,gu1;go;Cô;Cổ;コ;ぶつぶつい.う,mumble;mutter;murmur;rumble,
咖,5496,,1-21-09,1-14-93,30,,8,,,ka1;ga;Ca;Cà;Gia;Già;カ,coffee,
咜,549c,,1-21-10,1-14-88,30,,8,,,zha4;ta;Sá;Đờ;タ;ト;しか.る,to scold,
咟,549f,,1-21-11,,30,,9,,,huo4;Bá;Bớ;カク,,
咡,54a1,,1-21-12,1-14-94,30,,9,,,er4;i;Nhị;ジ;ニ;くちもと;くち,side of mouth,
咦,54a6,,1-21-13,2-03-80,30,,9,,,yi2;i;jae;Di;Lệ;Liệt;Dè;Dì;Gì;Rê;Ri;イ;キ;タイ;といき,expression of surprise,
咧,54a7,,1-21-14,,30,,9,,,lie3;lie1;ryeol;Liệt;Lệ;Lác;Sèn;Sẹt;Xẹt;レツ;レチ,stretch mouth;grimace;grin,
咩,54a9,,1-21-15,1-15-01,30,,9,,,mie1;mi;Dương;Mã;Mị;Miết;Mỵ;Me;ビ;ミ,the bleating of sheep,
咪,54aa,,1-21-16,,30,,9,,,mi1;mi;Mễ;Mi;Mị;Mỵ;My;ビ;ベイ;めえとる,sound of cat;cat's meow;meter;(Cantonese) don't!,
咭,54ad,,1-21-17,2-03-81,30,,9,,,ji1;gil;gal;Cật;Kê;Khiết;Cót;Cút;Gắt;Ghét;Hát;Két;キツ;ギチ;カツ;ケチ,sound of laughter;sound of mice squeaking,
咮,54ae,,1-21-18,2-03-82,30,,9,,,zhou4;ju;Cật;Chu;Chú;Phụ;Trụ;Chau;Chẩu;Chua;トウ;ツ;チュウ;シュウ;くちばし,beak,
咱,54b1,,1-21-19,,30,,9,,,zan2;chal;cha;Cha;Gia;Ta;Tàm;Tảm;Tự;Thánh;Thinh;Thính;Xính;サツ;サチ;サ;シャ;われ,us,
咷,54b7,,1-21-20,2-03-83,30,,9,,,tao2;do;Đào;Điêu;Giệu;Trệu;Xạu;ドウ;チュウ;テキ;ジャク;な.く,howl;cry loudly,
咹,54b9,,1-21-21,,30,,9,,,e4;Ăn;Yên;アツ;アチ;アン;ども.る;ささや.く;や.む,,
咺,54ba,,1-21-22,2-03-84,30,,9,,,xuan3;hweon;Huyên;Huyến;Tuyên;Tuyển;Gắng;ケン;クン;おそ.れる,majestic,
咻,54bb,,1-21-23,,30,,9,,,xiu1;xu3;hyu;Hú;Hủ;Hưu;Hiu;ク;キョウ;コウ,shout,
咿,54bf,,1-21-24,2-03-85,30,,9,,,yi1;i;Y;È;I;イ;つくりわら.い,descriptive of creaking;laugh,
哆,54c6,,1-21-25,1-15-02,30,,9,,,duo1;chi;Đa;Đá;Sỉ;Xỉ;Đe;Đớ;Đứ;Sỷ;シ;タ;シャ;おお.きい;おおくち,tremble;shiver;shudder;quiver,
哊,54ca,,1-21-26,,30,,9,,,you4;イク;は.く,,
响,54cd,,1-21-27,,30,,9,,,xiang3;sang;Hướng;Hưởng;Hắng;キョウ;ひび.く,make sound;make noise;sound,
哎,54ce,,1-21-28,,30,,9,,,ai1;ae;Ai;Ngải;Ngáy;Ngửi;ガイ,interjection of surprise,
哠,54e0,,1-21-29,,30,,10,,,hao4;Cáo;Gào;コウ;しゃべ.る,,
哪,54ea,,1-21-30,,30,,10,,,na3;na5;ne2;na;Ná;Na;Nạ;Nư;ダ;ナ,which? where? how?,
哬,54ec,,1-21-31,2-03-88,30,,10,,,he1;ha;Ha;Hà;Hờ;カ;しか.る;せ.める,sound of a large crowd of people,
哯,54ef,,1-21-32,2-03-89,30,,10,,,xian4;hyeon;Hẹn;Nghiến;ケン;は.く,vomit;spit up,
哶,54f6,,1-21-33,,30,,10,,,mi3;ma;Liệt;Mã;バ;メ;マ;ビ;ミ,bleat,
哼,54fc,,1-21-34,,30,,10,,,heng1;hyeong;Hanh;コウ;キョウ;おび.える,hum;sing softly;groan;moan,
哾,54fe,,1-21-35,,30,,10,,,shuo1;セツ;ヤツ;ヤチ;な.める,,
哿,54ff,,1-21-36,1-15-03,30,,10,,,ge3;ga;Ca;Cả;Gia;Khả;カ;よい,excellent;to commend;to be able to,
唀,5500,,1-21-37,2-03-92,30,,10,,,you4;yu;Dụ;Thấu;ユウ;シュウ;さそ.う;いざな.う,call out to and deceive,
唁,5501,,1-21-38,2-03-93,30,,10,,,yan4;eon;Ngạn;Nghiễn;Ngon;ゲン;ゴン;とむら.う,express condolence,
唅,5505,,1-21-39,,30,,10,,,han1;ham;Ham;Hám;Hàm;Ngâm;Gầm;Hăm;Hầm;Hằm;Hợm;Hụm;Ngậm;カン;コン;ふく.む,sound;to put in the mouth,
唈,5508,,1-21-40,,30,,10,,,yi4;eub;ab;Ấp;Ập;Dấp;Oạp;オウ;ユウ;なげ.く;むせ.ぶ,to sob,
唉,5509,,1-21-41,2-03-94,30,,10,,,ai1;ai4;ae;Ai;Ái;Hãi;Hãy;Hẽ;Hễ;Hĩ;Hỏi;Hơi;Hỡi;Hởi;Hỹ;カイ;キ;アイ;イ;ああ;あお;いやいやこた.える,alas,
唌,550c,,1-21-42,,30,,10,,,xian2;yeon;dan;Duyên;Tiên;セン;タン;エン;なげ.く,,
唍,550d,,1-21-43,,30,,10,,,guan1;guan3;wan;Hoán;Hoàn;Uyển;カン;ゲン;ほほえ.む,,
唎,550e,,1-21-44,1-15-04,30,,10,,,li4;ri;Lị;Lợi;Lỵ;Rị;Lời;Nhời;Rỉa;Trơi;リ;こえ,sound;noise;final particle,
唕,5515,,1-21-45,,30,,10,,,zao4;jo;Tạo;ソウ;さわが.しい,,
唪,552a,,1-21-46,,30,,11,,,feng3;bong;Phủng;Phụng;Vụng;ホウ;ホ;ブ;おおごえ,to recite;to intone;to chant,
唫,552b,,1-21-47,1-15-05,30,,11,,,yin2;geum;Cấm;Cẩm;Ngâm;Câm;Căm;Gẫm;Gặm;Ngẫm;Ngẩm;Ngậm;ゴン;キン;ども.る;うたうた.う,to hum;to intone;to close;to shut,
唲,5532,,1-21-48,,30,,11,,,er2;a;ae;Nhi;Oa;Nghê;Nhé;Nhè;Nhí;Nhì;ジ;ニ;アイ;へつら.う;かたこと,forced laughter,
唵,5535,,1-21-49,1-15-06,30,,11,,,an3;am;an;Ảm;Úm;Ướm;アン;オン;ふく.む,syllable,
唶,5536,,1-21-50,,30,,11,,,jie4;cha;chaeg;Giới;Tá;Tắc;Thùng;Trách;Tích;Tuếch;シャ;セキ;シャク;サク;な.く,sigh;groan;loud laughter,
唻,553b,,1-21-51,,30,,11,,,lai2;Lải;Lay;Lây;Lơi;Lười;Ray;Rầy;ライ;うたう,,
唼,553c,,1-21-52,2-04-01,30,,11,,,sha4;za1;sab;Khánh;Sáp;Thiếp;Xiếp;Xiệp;Thép;ショウ;ソウ;くら.う;すす.る;ついば.む;ふ.む,speaking evil;gobbling sound made by ducks,
唽,553d,,1-21-53,,30,,11,,,xi1;セキ;シャク,to twitter,
啁,5541,,1-21-54,2-04-02,30,,11,,,zhou1;zhao1;zou1;jo;ju;Châu;Chu;Chù;Triêu;Trù;トウ;チョウ;チュウ;シュウ;たわむ.れる,chirp;twitter;twittering,
啇,5547,,1-21-55,2-04-04,30,,11,,,di1;jeog;Đích;Hanh;Hạnh;テキ;チャク;セキ;もと;ねもと;やわ.らぐ,the stalk;the stem;the foot;the base,
啉,5549,,1-21-56,,30,,11,,,lin2;ram;Lâm;Lăm;Lầm;Lằm;Lảm;Lẩm;Lùm;Rầm;Rắm;Rởm;Trăm;ラン;かまびす.しい;むさぼ.る,stupid;slow,
啊,554a,,1-21-57,2-04-05,30,,11,,,a5;a1;a2;a3;a4;a;A;Á;À;Ạ;ア;こえ,exclamatory particle,
啍,554d,,1-21-58,,30,,11,,,tun1;ton;Hưởng;Ngôn;Thôn;Truân;トン;シュン;タイ;テ;キョウ;コウ;いき,creak,
啐,5550,,1-21-59,1-15-07,30,,11,,,cui4;chwae;jul;Tát;Thối;Tối;Chốc;Chót;Chọt;Chút;Chụt;Nuốt;Rút;Suốt;Thoắt;Thốt;Thọt;Trót;Trốt;Tủi;Vót;サイ;セ;サ;シュツ;シュチ;カツ;カチ;おどろ.く;よ.ぶ;さけ.ぶ;しか.る,to taste;to sip;to spit;the sound of sipping;to surprise,
啑,5551,,1-21-60,,30,,11,,,jie1;jab;sab;che;Điệp;Tiệp;Xiếp;Xiệp;ソウ;ショウ,,
啘,5558,,1-21-61,,30,,11,,,wan3;Uyển;エン;セツ;エツ,,
啚,555a,,1-21-62,,30,,11,,,bi3;bi;Bỉ;Đồ;Bẽ;Bở;ヒ;ト;お.しむ,,
啛,555b,,1-21-63,,30,,11,,,cui4;Xê;サイ;セ;な.める,,
