kanji,ucs,jis208,jis212,jis213,radicals,grade,stroke_count,freq,jlpt,readings,meanings,nanori
桷,6877,1-59-68,,,75,,11,,,jue2;gag;각;Giác;カク;たるき,rafter,
桿,687f,1-59-69,,,75,,11,,,gan3;han;한;Can;Cán;Cản;Hãn;カン;てこ,shield;pole,
梟,689f,1-59-70,,,75;4,,11,,,xiao1;hyo;효;Kiêu;キョウ;ふくろう,owl;expose,
梏,688f,1-59-71,,,75,,11,,,gu4;gog;곡;Cốc;コク;カク;てかせ,manacles,
梭,68ad,1-59-72,,,75,,11,,,suo1;sa;사;Toa;Thoa;サ;ひ,shuttle,
梔,6894,1-59-73,,,75,,11,,,zhi1;chi;치;Chi;シ;くちなし,gardenia,
條,689d,1-59-74,,,75;9,10.0,11,,,tiao2;jo;조;Điều;Thiêu;ジョウ;チョウ;デキ;えだ;すじ,"article;counter for articles, clauses, paragraphs, etc.;twig;ray of light",
梛,689b,1-59-75,,,75,9.0,11,,,nuo2;na;나;Na;Ná;Nứa;ダ;ナ;なぎ,type of tall evergreen tree,
梃,6883,1-59-76,,,75,,11,,,ting3;ting4;jeong;정;Đĩnh;チョウ;テイ;てこ;つえ,lever,
檮,6aae,1-59-77,,,75,,18,,,tao2;do;도;Đào;トウ,stump;foolish;ignorant,し
梹,68b9,1-59-78,,,75,,11,,,bing1;bin1;bin;빈;Tân;ヒン,areca nut;betel nut,
桴,6874,1-59-79,,,75,,11,,,fu2;bu;부;Phù;Phu;フ;ばち;いかだ,drumstick;raft,
梵,68b5,1-59-80,,,75;3,,11,,,fan4;beom;범;Phạm;ボン;フウ,Sanskrit;purity;Buddhist,
梠,68a0,1-59-81,,,75,,11,,,lu:3;ryeo;려;Lữ;ロ;リョ;ひさし,a kind of quince,
梺,68ba,1-59-82,,,75,,11,,,rog;록;Lâm;ふむと;ふもと,base of a mountain;(kokuji),
椏,690f,1-59-83,,,75,,12,,,ya1;a;아;Nha;また,crotch of a tree,
梍,688d,1-59-84,,,75,,11,,,zao4;jo;조;Hựu;ユウ,sickle handle;type of tree,
桾,687e,1-59-85,,,75,,11,,,jun1;gun;군;Quân;クン,type of fruit tree,
椁,6901,1-59-86,,,75,,12,,,guo3;gwag;곽;Quách;カク,outer box for a coffin,
棊,68ca,1-59-87,,,75,,12,,,qi2;gi;기;Kì;Kỳ;Cờ;キ;ご,Japanese chess,
椈,6908,1-59-88,,,75,,12,,,ju2;gug;국;Cúc;Guốc;キク,oak,
棘,68d8,1-59-89,,,75;4,,12,,,ji2;geug;극;Cức;キョク;いばら;とげ,thorn;splinter;spine;biting words;briers,
椢,6922,1-59-90,,,75,,12,,,kui4;gwi;귀;Quai;カイ;そこ;はこ;くぬぎ,bottom;box;type of oak tree,
椦,6926,1-59-91,,,75,,12,,,gweon;권;Khoán;ケン;まげもの,wickerwork;(ghost kanji),
棡,68e1,1-59-92,,,75,,12,,,gang1;gang;강;Cương;コウ,mast crossbeam,
椌,690c,1-59-93,,,75,,12,,,qiang1;gang;gong;강;공;Khoang;Không;Khung;コウ,type of ancient musical instrument;unadorned tool,
棍,68cd,1-59-94,,,75,,12,,,gun4;heun;gon;흔;곤;Côn;コン;つえ,a cane,
棔,68d4,1-60-01,,,75,,12,,,hun1;hon;혼;Hôn;コン;ねむのき,silk tree,
棧,68e7,1-60-02,,,75,,12,,,zhan4;jan;jeon;잔;전;Sạn;Xiễn;Trăn;Chăn;サン;セン;かけはし,crosspiece,
棕,68d5,1-60-03,,,75,,12,,,zong1;jong;종;Thung;Tông;Tung;Tuyên;Sồng;シュ;ソウ,hemp palm,
椶,6936,1-60-04,,,75,,13,,,zong1;jong;종;Tông;シュ;ソウ,hemp palm,
椒,6912,1-60-05,,,75,,12,,,jiao1;cho;초;Tiêu;ショウ;はじかみ,Japanese pepper tree,
椄,6904,1-60-06,,,75,,12,,,jie1;jeob;접;Tiếp;セツ;ショウ;つ.ぐ,graft,
棗,68d7,1-60-07,,,75;2,,12,,,zao3;jo;조;Tảo;ソウ;なつめ,jujube,
棣,68e3,1-60-08,,,75,,12,,,di4;che;체;Lệ;Đại;Thế;テイ;タイ;にわざくら,flowering almond,
椥,6925,1-60-09,,,75,,12,,,zhi1;Tri;Tre;なぎ,type of evergreen tree;(kokuji),
棹,68f9,1-60-10,,,75,,12,,,zhao4;zhuo1;do;jo;도;조;Trạo;Trác;トウ;タク;さお;こ.ぐ,pole a boat,
棠,68e0,1-60-11,,,75,,12,,,tang2;dang;당;Đường;トウ;やまなし,wild pear tree;crabapple tree,
棯,68ef,1-60-12,,,75,,12,,,ren3;im;임;Nhẫm;Nạm;ネン,type of fruit tree,
椨,6928,1-60-13,,,75,,12,,,Phủ;たぶ;たふ,type of evergreen camphor tree;(kokuji),
椪,692a,1-60-14,,,75,,12,,,peng4;Phi;ポン,name of a place in India;Poona,
椚,691a,1-60-15,,,75,,12,,,reug;륵;Mun;Mùn;Muồng;くぬぎ,oak used for charcoal;(kokuji),
椣,6923,1-60-16,,,75,,12,,,Điển;しで,type of deciduous birch tree;(kokuji),
椡,6921,1-60-17,,,75,,12,,,Đáo;くぬぎ,type of oak;(kokuji),
棆,68c6,1-60-18,,,75,,12,,,lun2;ryun;륜;Suôn;リン,camphor tree,
楹,6979,1-60-19,,,75,,13,,,ying2;yeong;영;Doanh;エイ;はしら,pillar,
楷,6977,1-60-20,,,75,8.0,13,,,kai3;jie1;hae;해;Giai;Khải;カイ,square character style;correctness,
楜,695c,1-60-21,,,75,,13,,,hu2;ho;호;Hồ;コ,pepper,くるみ
楸,6978,1-60-22,,,75,,13,,,qiu1;chu;추;Thu;シュウ;きささげ;ひさぎ,Japanese catalpa,
楫,696b,1-60-23,,,75,,13,,,ji2;jeub;jeob;즙;접;Tiếp;シュウ;ショウ;かじ;かい,sculling oar,
楔,6954,1-60-24,,,75,,13,,,xie1;xie4;seol;설;Tiết;ケツ;セツ;くさび;ほうだて,wedge;arrowhead,
楾,697e,1-60-25,,,75,,13,,,jeon;전;Tuyền;はんぞう,container for pouring water;(kokuji),
楮,696e,1-60-26,,,75,,13,,,chu3;jeo;저;Chử;チョ;こうぞ,paper mulberry,
椹,6939,1-60-27,,,75,,13,,,shen4;zhen1;chim;sim;침;심;Châm;Thầm;ジン;チン;シン;さわら;あてぎ;くわのみ,type of cypress,
楴,6974,1-60-28,,,75,,13,,,di4;che;체;Ghế;テイ,ornamental hairpin,
椽,693d,1-60-29,,,75,,13,,,chuan2;yeon;연;Chuyên;テン;えん;たるき,rafter;porch,
楙,6959,1-60-30,,,75,,13,,,mao4;mu;무;Mậu;ボウ;しげる,name of plant;lush,
椰,6930,1-60-31,,,75,9.0,13,,1.0,ye2;ye1;ya;야;Gia;ヤ;やし,coconut tree,
楡,6961,1-60-32,,,75,,13,,,yu2;yu;유;Du;ユ;にれ,elm,
楞,695e,1-60-33,,,75,,13,,,leng2;leng4;reung;릉;Lăng;リョウ;ロウ;かど,corner;protrusion,
楝,695d,1-60-34,,,75,,13,,,lian4;ryeon;련;Luyện;レン;おおち;おうち,Japanese bead tree,
榁,6981,1-60-35,,,75,,13,,,sil;실;Thất;むろ,needle juniper;(kokuji),
楪,696a,1-60-36,,,75,,13,,,die2;jeob;접;Điệp;Dịp;Nhịp;チャ,lacquered dish,
榲,69b2,1-60-37,,,75,,14,,,yun2;on;ol;온;올;Ốt;オツ,quince,
榮,69ae,1-60-38,,,75,10.0,14,,,rong2;yeong;영;Vinh;エイ;ヨウ;さか.える;は.える;え,flourish;prosperity;honour;glory;splendour,
槐,69d0,1-60-39,,,75,,14,,,huai2;goe;괴;Hòe;カイ;えんじゅ,type of Japanese pagoda tree,えんじ
榿,69bf,1-60-40,,,75,,14,,,qi1;gi;기;Khi;Khởi;ガイ;カイ,alder,
槁,69c1,1-60-41,,,75,,14,,,gao3;go;고;Cảo;コウ;か.れる,die (vegetation),
槓,69d3,1-60-42,,,75,,14,,,gang4;gong;공;Cống;コウ;てこ,lever,
榾,69be,1-60-43,,,75,,14,,,gu4;gol;골;Cốt;コツ;ほた,chip (of wood),
槎,69ce,1-60-44,,,75,,14,,,cha2;cha;sa;차;사;Tra;サ;いかだ;き.る,raft;cut slantwise,
寨,5be8,1-60-45,,,40,,14,,,zhai4;chae;채;Trại;サイ;とりで,fort,
槊,69ca,1-60-46,,,75,,14,,,shuo4;sag;so;삭;소;Sóc;Sáo;サク;ほこ,halberd,
槝,69dd,1-60-47,,,75,,14,,,Đảo;かし,oak;mooring pole;used in proper names;(kokuji),
榻,69bb,1-60-48,,,75,,14,,,ta4;tab;탑;Tháp;トウ;こしかけ;しじ,chair,
槃,69c3,1-60-49,,,75,,14,,,pan2;ban;반;Bàn;ハン;たら.い,tub,
榧,69a7,1-60-50,,,75,,14,,,fei3;bi;비;Phỉ;ヒ;かや,Japanese nutmeg;plum-yew,
樮,6a2e,1-60-51,,,75,,14,,,Hỏa;ほくそ,a type of tree;(kokuji),
榑,6991,1-60-52,,,75,,14,,,fu4;bu;부;Phù;フ;くれ,unbarked lumber,
榠,69a0,1-60-53,,,75,,14,,,ming2;myeong;명;Minh;ベイ,type of tree,
榜,699c,1-60-54,,,75,,14,,,bang3;bang;byeong;방;병;Bảng;ボウ;ホウ;かじ;たてふだ;ふだ,rudder;oar;name plate,
榕,6995,1-60-55,,,75,,14,,,rong2;yong;용;Dong;ヨウ;あこう,evergreen mulberry,
榴,69b4,1-60-56,,,75,,14,,,liu2;ryu;류;Lưu;Lựu;ル;リュウ;リョウ;ざくろ,pomegranate,
槞,69de,1-60-57,,,75,,14,,,long2;rong;롱;Trồng;ロウ,cage;(ghost kanji),
槨,69e8,1-60-58,,,75,,15,,,guo3;gwag;곽;Quách;カク,outer box for a coffin,
樂,6a02,1-60-59,,,75,10.0,15,,,le4;yue4;ag;rag;yo;악;락;요;Nhạc;Lạc;Nhạo;ガク;ラク;ゴウ;たの.しい;たの.しむ;この.む,music;comfort,
樛,6a1b,1-60-60,,,75,,15,,,jiu1;gyu;규;Cù;キュウ;つが;まと.う,bend;droop;undulate;to entwine;to be clad in,
槿,69ff,1-60-61,,,75,,15,,,jin3;geun;근;Cận;キン;むくげ,rose of Sharon,
權,6b0a,1-60-62,,,75,,21,,,quan2;gweon;권;Quyền;ケン;ゴン;おもり;かり;はか.る,authority;power;rights,
槹,69f9,1-60-63,,,75,,15,,,gao1;go;고;Cao;コウ,well sweep,
槲,69f2,1-60-64,,,75,,15,,,hu2;gog;곡;Hộc;コク;かしわ,oak,
槧,69e7,1-60-65,,,75,,15,,,qian4;cham;cheom;참;첨;Tạm;Thiễm;ザン;セン;サン;ふだ,printed book,
樅,6a05,1-60-66,,,75,,15,,,cong1;zong1;jong;종;Tung;ショウ;もみ,fir,
榱,69b1,1-60-67,,,75,,14,,,cui1;choe;최;Suy;スイ;たるき,rafter,
樞,6a1e,1-60-68,,,75,,15,,,shu1;chu;u;추;우;Xu;スウ;シュ;とぼそ;からくり,pivot;door,
槭,69ed,1-60-69,,,75,,15,,,cu4;qi1;saeg;chug;색;축;Túc;Sắc;セキ;シュク;かえで,maple tree,
樔,6a14,1-60-70,,,75,,15,,,chao2;so;소;Sào;Tiễu;Rào;Trèo;ソウ;す;すく.う;た.える,nest;dip up;scoop up;come to an end,
槫,69eb,1-60-71,,,75,,15,,,tuan2;dan;단;Đoàn;Thuyên;タン;セン,hearse,
樊,6a0a,1-60-72,,,75,,15,,,fan2;beon;번;Phiền;Phàn;ハン;まがき,cage;fence;pen;enclosure,
樒,6a12,1-60-73,,,75,,15,,,mi4;mil;밀;Mật;ミツ;しきみ;じんこう,tree whose branches are placed on Buddhist graves,
櫁,6ac1,1-60-74,,,75,,18,,,mi4;mil;밀;Mật;ミツ;しきみ;じんこう,Japanese star anise,
樣,6a23,1-60-75,,,75,10.0,15,,,yang4;yang;sang;양;상;Dạng;ヨウ;ショウ;さま,Esq.;way;manner;situation;polite suffix,
樓,6a13,1-60-76,,,75,,15,,,lou2;ru;루;Lâu;ロウ;たかどの,tower;turret,
橄,6a44,1-60-77,,,75,,16,,,gan3;gam;감;Cảm;カン,olive,
樌,6a0c,1-60-78,,,75,,15,,,guan4;gwan;관;Quán;カン,grove,ぬき
橲,6a72,1-60-79,,,75,,16,,,Hỉ;キ,Japanese storax;used in proper names,じさ;よし
樶,6a36,1-60-80,,,75,,16,,,zui1;chwi;취;Chói;Chuối;サイ;ふし,knot in wood,
橸,6a78,1-60-81,,,75,,16,,,Tinh;まさ,straight grain,
橇,6a47,1-60-82,,,75,,16,,,qiao1;cui4;chwi;gyo;취;교;Khiêu;キョウ;ゼイ;セイ;そり;かんじき,sled;sleigh;snowshoes,
橢,6a62,1-60-83,,,75,,16,,,tuo3;ta;타;Thỏa;ダ,ellipse,
橙,6a59,1-60-84,,,75,9.0,16,,,cheng2;chen2;deung;jeung;등;증;Chanh;Sập;トウ;だいだい,bitter orange,
橦,6a66,1-60-85,,,75,,16,,,chuang2;tong2;dong;chung;동;충;Đồng;Sàng;Tràng;シュ;ショウ;トウ,pole,
橈,6a48,1-60-86,,,75,,16,,,rao2;nao2;yo;nyo;요;뇨;Nạo;Nhiêu;ドウ;ジョウ;ニョウ;かい;かじ;たわ.む;たわ.める,oar;scull;paddle,
樸,6a38,1-60-87,,,75,,16,,,pu2;po4;pu3;bog;bag;복;박;Phác;Bốc;ボク;ハク;ホク;こはだ;きじ,bark of a tree,
樢,6a22,1-60-88,,,75,,15,,,niao3;mog;jo;목;조;Đỗ;ト;チョウ;つた,type of bird;vine,
檐,6a90,1-60-89,,,75,,17,,,yan2;yin2;cheom;첨;Diêm;Thiềm;エン;タン;のき;ひさし,eaves,
檍,6a8d,1-60-90,,,75,,17,,,yi4;eog;억;Ức;オク;い,ilex;holm oak;birdlime tree,
檠,6aa0,1-60-91,,,75,,16,,,qing2;gyeong;경;Kềnh;ケイ;ゆだめ,straighten a bow;lamp stand,
檄,6a84,1-60-92,,,75,,17,2432.0,,xi2;gyeog;격;Hịch;ケキ;げき.する;ふれぶみ,written appeal;manifesto,
檢,6aa2,1-60-93,,,75,10.0,17,,,jian3;geom;검;Kiểm;ケン;しら.べる,check;examine,
檣,6aa3,1-60-94,,,75,,17,,,qiang2;jang;장;Tường;ショウ;ほばしら,mast,
檗,6a97,1-61-01,,,75,,17,,,bo4;bo2;byeog;벽;Bá;Bách;Phách;ハク;ビャク;きはだ;きわだ,Amur or Chinese cork tree,
蘗,8617,1-61-02,,,140,,20,,,bo4;nie4;byeog;벽;Bách;ハク;ビャク;きはだ;きわだ,stump;sprout,
