kanji,ucs,jis208,jis212,jis213,radicals,grade,stroke_count,freq,jlpt,readings,meanings,nanori
偶,5076,1-22-86,,,9,8.0,11,1602.0,2.0,ou3;u;우;Ngẫu;グウ;たま,accidentally;even number;couple;man & wife;same kind,
寓,5bd3,1-22-87,,,40,9.0,12,2330.0,,yu4;u;우;Ngụ;グウ;グ;ドウ;ぐう.する;かこつ.ける;よ.せる;よ.る;かりずまい,temporary abode;imply;suggest,
遇,9047,1-22-88,,,162,8.0,12,1343.0,1.0,yu4;u;우;Ngộ;グウ;あ.う,meet;encounter;interview;treat;entertain;receive;deal with,
隅,9685,1-22-89,,,170,8.0,12,1601.0,2.0,yu2;u;우;Ngung;グウ;すみ,corner;nook,
串,4e32,1-22-90,,,2,8.0,7,2139.0,,chuan4;gwan;cheon;관;천;Xuyến;カン;ケン;セン;くし;つらぬ.く,spit;skewer,
櫛,6adb,1-22-91,,,75,9.0,17,2256.0,,zhi4;jie2;jeul;즐;Trất;シツ;くし;くしけず.る,comb,
釧,91e7,1-22-92,,,167,9.0,11,1751.0,,chuan4;cheon;천;Xuyến;セン;くしろ;うでわ,bracelet,くし
屑,5c51,1-22-93,,,44,9.0,10,,,xie4;seol;설;Tiết;セツ;くず;いさぎよ.い,rubbish;junk;trash;waste;scraps,
屈,5c48,1-22-94,,,44,8.0,8,1434.0,1.0,qu1;gul;굴;Khuất;Quật;クツ;かが.む;かが.める,yield;bend;flinch;submit,くっ
掘,6398,1-23-01,,,64,8.0,11,1257.0,2.0,jue2;gul;gweol;굴;궐;Quật;クツ;ほ.る,dig;delve;excavate,ぼり
窟,7a9f,1-23-02,,,116,8.0,13,,,ku1;gul;굴;Quật;クツ;コツ;いわや;いはや;あな,cavern,
沓,6c93,1-23-03,,,85,9.0,8,,,ta4;dab;답;Đạp;トウ;くつ,shoes;boots,
靴,9774,1-23-04,,,177,8.0,13,1561.0,2.0,xue1;hwa;화;Ngoa;カ;くつ,shoes,
轡,8f61,1-23-05,,,159;30,,22,,,pei4;bi;비;Bí;ヒ;くつわ;たづな,bit (horse),
窪,7aaa,1-23-06,,,116,9.0,14,1853.0,,wa1;wa;와;Oa;ワ;ア;くぼ.む;くぼ.み;くぼ.まる;くぼ,depression;cave in;sink;become hollow,
熊,718a,1-23-07,,,86,4.0,14,1105.0,1.0,xiong2;ung;웅;Hùng;ユウ;くま,bear,
隈,9688,1-23-08,,,170,9.0,12,2311.0,,wei1;oe;외;Ôi;ワイ;エ;くま;すみ,corner;nook;recess,
粂,7c82,1-23-09,,,119,,9,,,gu;구;Trai;くめ,used in proper names;(kokuji),
栗,6817,1-23-10,,,75;146,9.0,10,1550.0,1.0,li4;ryul;률;Lật;リツ;リ;くり;おののく,chestnut,くる;りっ
繰,7e70,1-23-11,,,120,8.0,19,872.0,1.0,qiao1;zao3;jo;조;Sào;ソウ;く.る,winding;reel;spin;turn (pages);look up;refer to,くり
桑,6851,1-23-12,,,75;29,8.0,10,1650.0,1.0,sang1;sang;상;Tang;ソウ;くわ,mulberry,こ
鍬,936c,1-23-13,,,167,9.0,17,,,qiao1;cho;초;Thâu;Thiêu;Thu;ショウ;シュウ;くわ;すき,hoe with long blade at acute angle,
勲,52f2,1-23-14,,,19;86,8.0,15,1513.0,1.0,xun1;hun;훈;Huân;クン;いさお,meritorious deed;merit,いさむ
君,541b,1-23-15,,,30,3.0,7,947.0,2.0,jun1;gun;군;Quân;クン;きみ;-ぎみ,mister;you;ruler;male name suffix,み
薫,85ab,1-23-16,,,140,8.0,16,1849.0,1.0,xun1;hun;훈;Huân;クン;かお.る,send forth fragrance;fragrant;be scented;smoke (tobacco),かおり;かおる;かほ;かほる;くに;しげ;にほ;のぶ;よし
訓,8a13,1-23-17,,,149,4.0,10,1134.0,2.0,xun4;hun;훈;Huấn;クン;キン;おし.える;よ.む;くん.ずる,instruction;Japanese character reading;explanation;read,く;くに;くの;さとし;のり;ふみ
群,7fa4,1-23-18,,,123,4.0,13,1012.0,2.0,qun2;gun;군;Quần;グン;む.れる;む.れ;むら;むら.がる,flock;group;crowd;herd;swarm;cluster,ぐり;ぐ;こお;こおり;ごうり
軍,8ecd,1-23-19,,,159;14,4.0,9,189.0,2.0,jun1;gun;군;Quân;グン;いくさ,army;force;troops;war;battle,
郡,90e1,1-23-20,,,163,4.0,10,965.0,1.0,jun4;gun;군;Quận;グン;こおり,county;district,
卦,5366,1-23-21,,,25,,8,,,gua4;gwae;괘;Quái;カ;カイ;ケ;うらかた,a divination sign,
袈,8888,1-23-22,,,145,9.0,11,,1.0,jia1;ga;가;Ca;ケ;カ,a coarse camlet,
祁,7941,1-23-23,,,113,9.0,7,,,qi2;gi;기;Kì;キ;ケ,intense;large,
係,4fc2,1-23-24,,,9,3.0,9,232.0,2.0,xi4;gye;계;Hệ;ケイ;かか.る;かかり;-がかり;かか.わる,person in charge;connection;duty;concern oneself,
傾,50be,1-23-25,,,9,8.0,13,938.0,2.0,qing1;qing2;gyeong;경;Khuynh;ケイ;かたむ.く;かたむ.ける;かたぶ.く;かた.げる;かし.げる,lean;incline;tilt;trend;wane;sink;ruin;bias,
刑,5211,1-23-26,,,18,8.0,6,864.0,1.0,xing2;hyeong;형;Hình;ケイ,punish;penalty;sentence;punishment,おさか;ぎょう
兄,5144,1-23-27,,,10;30,2.0,5,1219.0,3.0,xiong1;hyeong;형;Huynh;ケイ;キョウ;あに,elder brother;big brother,え;せ;よし
啓,5553,1-23-28,,,30,8.0,11,1403.0,1.0,qi3;gye;계;Khải;ケイ;ひら.く;さと.す,disclose;open;say,あき;あきら;さとし;はじめ;ひろ;よし
圭,572d,1-23-29,,,32,9.0,6,1837.0,1.0,gui1;gyu;규;Khuê;ケイ;ケ,square jewel;corner;angle;edge,か;きよ;たま;よし;かど;きよし
珪,73ea,1-23-30,,,96,,10,,,gui1;gyu;규;Khuê;ケイ;たま,jade scepter or tablet (authority symbol),
型,578b,1-23-31,,,32,5.0,9,482.0,2.0,xing2;hyeong;형;Hình;ケイ;かた;-がた,mould;type;model,
契,5951,1-23-32,,,37,8.0,9,898.0,1.0,qi4;xie4;qie4;gye;geul;계;글;Khế;Tiết;Khiết;Khất;ケイ;ちぎ.る,pledge;promise;vow,
形,5f62,1-23-33,,,59,2.0,7,418.0,2.0,xing2;hyeong;형;Hình;ケイ;ギョウ;かた;-がた;かたち;なり,shape;form;style,ち
径,5f84,1-23-34,,,60,4.0,8,1435.0,1.0,jing4;gyeong;경;Kính;ケイ;みち;こみち;さしわたし;ただちに,diameter;path;method,
恵,6075,1-23-35,,,61,8.0,10,925.0,2.0,hui4;hye;혜;Huệ;ケイ;エ;めぐ.む;めぐ.み,favor;blessing;grace;kindness,あや;け;さと;さとし;しげ;へい;み;やす
慶,6176,1-23-36,,,61;53,8.0,15,1300.0,1.0,qing4;gyeong;gang;경;강;Khánh;Khương;Khanh;ケイ;よろこ.び,jubilation;congratulate;rejoice;be happy,き;きよん;け;みち;む;やす;よし
慧,6167,1-23-37,,,61,9.0,15,2168.0,1.0,hui4;hye;혜;Tuệ;ケイ;エ;さとい,wise,さと;さとし;さとる;あきら;とし
憩,61a9,1-23-38,,,61,8.0,16,1731.0,1.0,qi4;ge;게;Khế;ケイ;いこ.い;いこ.う,recess;rest;relax;repose,
掲,63b2,1-23-39,,,64,8.0,11,899.0,1.0,jie1;ge;gal;geol;게;갈;걸;Yết;ケイ;かか.げる,put up (a notice);put up;hoist;display;hang out;publish;describe,
携,643a,1-23-40,,,64,8.0,13,1017.0,1.0,xie2;hyu;휴;Huề;ケイ;たずさ.える;たずさ.わる,portable;carry (in hand);armed with;bring along,
敬,656c,1-23-41,,,66,6.0,12,1078.0,2.0,jing4;gyeong;경;Kính;ケイ;キョウ;うやま.う,awe;respect;honor;revere,け;たか;たかし;たけ;とし;のり;ひろ;ゆき;よし
景,666f,1-23-42,,,72,4.0,12,419.0,2.0,jing3;ying3;gyeong;yeong;경;영;Cảnh;ケイ,scenery;view,かげ
桂,6842,1-23-43,,,75,9.0,10,1651.0,1.0,gui4;gye;계;Quế;ケイ;かつら,Japanese Judas-tree;cinnamon tree,かつ;よし;か
渓,6e13,1-23-44,,,85,8.0,11,2063.0,1.0,xi1;gye;계;Khê;ケイ;たに;たにがわ,mountain stream;valley,
畦,7566,1-23-45,,,102,,11,,,qi2;xi1;hyu;휴;Huề;ケイ;あぜ;うね,rice paddy ridge;furrow;rib,
稽,7a3d,1-23-46,,,115,8.0,15,2372.0,,ji1;qi3;gye;계;Kê;Khể;ケイ;かんが.える;とど.める,think;consider,
系,7cfb,1-23-47,,,120;4,6.0,7,567.0,1.0,xi4;ji4;gye;계;Hệ;ケイ,lineage;system,
経,7d4c,1-23-48,,,120,5.0,11,79.0,2.0,jing1;jing4;gyeong;경;Kinh;ケイ;キョウ;キン;へ.る;た.つ;たていと;はか.る;のり,sutra;longitude;pass thru;expire;warp,つね;のぶ
継,7d99,1-23-49,,,120,8.0,13,743.0,1.0,ji4;gye;계;Bối;Kế;ケイ;つ.ぐ;まま-,inherit;succeed;continue;patch;graft (tree),
繋,7e4b,1-23-50,,,120,,17,,,xi4;ji4;gye;계;Hệ;ケイ;つな.ぐ;かか.る;か.ける,tie;fasten;chain;tether;connect,
罫,7f6b,1-23-51,,,122,,13,,,gua4;gwae;괘;Quải;ケイ;カイ;ケ,ruled line,
茎,830e,1-23-52,,,140,8.0,8,2013.0,1.0,jing1;gyeong;경;Hành;Kinh;ケイ;キョウ;くき,stalk;stem,
荊,834a,1-23-53,,,140;18,,9,,,jing1;hyeong;형;Kinh;ケイ;いばら,thorn;brier;whip,
蛍,86cd,1-23-54,,,142,8.0,11,2031.0,1.0,ying2;hyeong;형;Huỳnh;ケイ;ほたる,lightning-bug;firefly,
計,8a08,1-23-55,,,149,2.0,9,228.0,3.0,ji4;gye;계;Kế;Kê;ケイ;はか.る;はか.らう,plot;plan;scheme;measure,え;かず;け
詣,8a63,1-23-56,,,149,8.0,13,,,yi4;ye;예;Nghệ;ケイ;ゲイ;けい.する;まい.る;いた.る;もう.でる,visit a temple;arrive;attain,
警,8b66,1-23-57,,,149,6.0,19,366.0,2.0,jing3;gyeong;경;Cảnh;ケイ;いまし.める,admonish;commandment,
軽,8efd,1-23-58,,,159,3.0,12,790.0,3.0,qing1;gyeong;경;Khinh;ケイ;キョウ;キン;かる.い;かろ.やか;かろ.んじる,lightly;trifling;unimportant,
頚,981a,1-23-59,,,181,,14,2470.0,,jing3;geng3;gyeong;경;Cảnh;ケイ;くび,neck;head,
鶏,9d8f,1-23-60,,,196,8.0,19,1901.0,1.0,ji1;gye;계;Duật;ケイ;にわとり;とり,chicken,
芸,82b8,1-23-61,,,140,4.0,7,719.0,2.0,yun2;un;ye;운;예;Vân;ゲイ;ウン;う.える;のり;わざ,technique;art;craft;performance;acting;trick;stunt,き;げ;なり
迎,8fce,1-23-62,,,162,8.0,7,625.0,2.0,ying2;yeong;영;Nghênh;Nghịnh;ゲイ;むか.える,welcome;meet;greet,むかえ
鯨,9be8,1-23-63,,,195,8.0,19,1486.0,1.0,jing1;gyeong;경;Kình;ゲイ;くじら,whale,
劇,5287,1-23-64,,,18;4,6.0,15,662.0,2.0,ju4;geug;극;Kịch;ゲキ,drama;play,
戟,621f,1-23-65,,,62,9.0,12,,,ji3;geug;극;Kích;ゲキ;ほこ,halbert;arms,
撃,6483,1-23-66,,,64,8.0,15,473.0,1.0,ji1;gyeog;격;Kích;ゲキ;う.つ,beat;attack;defeat;conquer,
激,6fc0,1-23-67,,,85,6.0,16,560.0,1.0,ji1;gyeog;격;Kích;ゲキ;はげ.しい,violent;get excited;enraged;chafe;incite,
隙,9699,1-23-68,,,170,8.0,13,,,xi4;geug;극;Khích;ゲキ;キャク;ケキ;すき;す.く;す.かす;ひま,crevice;fissure;discord;opportunity;leisure,
桁,6841,1-23-69,,,75,8.0,10,,,hang2;heng2;hang;hyeon;항;현;Hành;Hàng;Hãng;コウ;けた,beam;girder;spar;unit or column (accounting),
傑,5091,1-23-70,,,9,8.0,13,1926.0,1.0,jie2;geol;걸;Kiệt;ケツ;すぐ.れる,greatness;excellence,すぐ;たけ;まさ
欠,6b20,1-23-71,,,76,4.0,4,860.0,2.0,qian4;heum;gam;gyeol;흠;감;결;Khiếm;ケツ;ケン;か.ける;か.く,lack;gap;fail;yawning radical (no. 76),
決,6c7a,1-23-72,,,85,3.0,7,71.0,2.0,jue2;gyeol;결;Quyết;ケツ;き.める;-ぎ.め;き.まる;さ.く,decide;fix;agree upon;appoint,
潔,6f54,1-23-73,,,85,5.0,15,1595.0,1.0,jie2;gyeol;결;Khiết;ケツ;いさぎよ.い,undefiled;pure;clean;righteous;gallant,きよ;きよし
穴,7a74,1-23-74,,,116,6.0,5,1366.0,1.0,xue4;xue2;hyeol;혈;Huyệt;ケツ;あな,hole;aperture;slit;cave;den,けな;しし;な
結,7d50,1-23-75,,,120,4.0,12,162.0,2.0,jie2;jie1;gyeol;결;Kết;ケツ;ケチ;むす.ぶ;ゆ.う;ゆ.わえる,tie;bind;contract;join;organize;do up hair;fasten,ゆい;ゆう
血,8840,1-23-76,,,143,3.0,6,832.0,2.0,xie3;xue4;hyeol;혈;Huyết;ケツ;ち,blood,
訣,8a23,1-23-77,,,149,9.0,11,,,jue2;gyeol;결;Quyết;ケツ;わかれ;わかれ.る,separation;part;secret,
月,6708,1-23-78,,,74,1.0,4,23.0,4.0,yue4;weol;월;Nguyệt;ゲツ;ガツ;つき,month;moon,おと;がっ;す;ずき;もり
件,4ef6,1-23-79,,,9,5.0,6,212.0,2.0,jian4;geon;건;Kiện;ケン;くだん,affair;case;matter;item,
倹,5039,1-23-80,,,9,8.0,10,2479.0,1.0,jian3;geom;검;Kiệm;ケン;つま.しい;つづまやか,frugal;economy;thrifty,
倦,5026,1-23-81,,,9,9.0,11,,,juan4;gweon;권;Quyện;ケン;あき.る;あぐ.む;あぐ.ねる;う.む;つか.れる,lose interest in;tire of,
健,5065,1-23-82,,,9,4.0,11,572.0,2.0,jian4;geon;gyeon;건;견;Kiện;ケン;すこ.やか,healthy;health;strength;persistence,かつ;たけ;たけし;たて;とし;やす;やすし
兼,517c,1-23-83,,,12,8.0,10,1164.0,1.0,jian1;gyeom;겸;Kiêm;ケン;か.ねる;-か.ねる,concurrently;and;beforehand;in advance,かね
券,5238,1-23-84,,,18,6.0,8,583.0,2.0,quan4;xuan4;gweon;권;Khoán;ケン,ticket,
剣,5263,1-23-85,,,18,8.0,10,1305.0,1.0,jian4;geom;검;Kiếm;Kém;ケン;つるぎ,sabre;sword;blade;clock hand,
喧,55a7,1-23-86,,,30,9.0,12,2249.0,,xuan1;hweon;훤;Huyên;ケン;やかま.しい;かまびす.しい,noisy;boisterous,
圏,570f,1-23-87,,,31,8.0,12,1216.0,1.0,quan1;juan1;juan4;gweon;권;Quyển;Khuyên;ケン;かこ.い,sphere;circle;radius;range,
堅,5805,1-23-88,,,32,8.0,12,1049.0,1.0,jian1;gyeon;견;Kiên;ケン;かた.い;-がた.い,strict;hard;solid;tough;tight;reliable,きん
嫌,5acc,1-23-89,,,38,8.0,13,1207.0,1.0,xian2;hyeom;혐;Hiềm;ケン;ゲン;きら.う;きら.い;いや,dislike;detest;hate,
建,5efa,1-23-90,,,54,4.0,9,300.0,3.0,jian4;geon;건;Kiến;Kiển;ケン;コン;た.てる;た.て;-だ.て;た.つ,build,たけ;たつ;たて
憲,61b2,1-23-91,,,61;40,6.0,16,551.0,1.0,xian4;heon;헌;Hiến;ケン,constitution;law,かず;のり;よし
懸,61f8,1-23-92,,,61,8.0,20,889.0,1.0,xuan2;hyeon;현;Huyền;ケン;ケ;か.ける;か.かる,state of suspension;hang;depend;consult;distant;far apart,
拳,62f3,1-23-93,,,64,8.0,10,1935.0,1.0,quan2;gweon;권;Quyền;ケン;ゲン;こぶし,fist,
捲,6372,1-23-94,,,64,9.0,11,,,juan3;gweon;권;Quyển;Quyền;ケン;ま.く;ま.くる;まく.る;めく.る;まく.れる,roll;wind;coil;turn pages;roll up sleeves;strip off;be turned;be rolled up,
検,691c,1-24-01,,,75,5.0,12,290.0,2.0,jian3;geom;검;Kiểm;ケン;しら.べる,examination;investigate,
権,6a29,1-24-02,,,75,6.0,15,156.0,2.0,quan2;gweon;권;Quyền;ケン;ゴン;おもり;かり;はか.る,authority;power;rights,
牽,727d,1-24-03,,,93;8,9.0,11,,,qian1;gyeon;견;Khiên;Khản;ケン;ひ.く,pull;tug;drag;lead by hand,
犬,72ac,1-24-04,,,94,1.0,4,1326.0,3.0,quan3;quan2;gyeon;견;Khuyển;ケン;いぬ;いぬ-,dog,
献,732e,1-24-05,,,94,8.0,13,637.0,1.0,xian4;heon;sa;헌;사;Hiến;Ta;ケン;コン;たてまつ.る,offering;counter for drinks;present;offer,
研,7814,1-24-06,,,112,3.0,9,336.0,3.0,yan2;yan4;yeon;연;Nghiên;Nghiễn;Nghiến;Nghiền;Nghiện;ケン;と.ぐ,polish;study of;sharpen,のり
硯,786f,1-24-07,,,112,9.0,12,2500.0,,yan4;yeon;연;Nghiễn;ケン;ゲン;すずり,inkstone,
絹,7d79,1-24-08,,,120,6.0,13,1916.0,1.0,juan4;gyeon;견;Quyên;ケン;きぬ,silk,
県,770c,1-24-09,,,109;42,3.0,9,140.0,3.0,xian4;hyeon;현;Huyền;ケン;か.ける,prefecture,あがた;がた
肩,80a9,1-24-10,,,130;63,8.0,8,1215.0,2.0,jian1;gyeon;견;Kiên;ケン;かた,shoulder,
見,898b,1-24-11,,,147,1.0,7,22.0,4.0,jian4;xian4;gyeon;hyeon;견;현;Kiến;Hiện;ケン;み.る;み.える;み.せる,see;hopes;chances;idea;opinion;look at;visible,
謙,8b19,1-24-12,,,149,8.0,17,1582.0,1.0,qian1;gyeom;겸;Khiêm;Khiệm;ケン;へりくだ.る,self-effacing;humble oneself;condescend;be modest,かね;ゆずる
賢,8ce2,1-24-13,,,154,8.0,16,1159.0,2.0,xian2;hyeon;현;Hiền;ケン;かしこ.い,intelligent;wise;wisdom;cleverness,かた;さか;さと;さとし;たか;たて;のり;まこと;まさ;まさる
軒,8ed2,1-24-14,,,159,8.0,10,1416.0,2.0,xuan1;heon;헌;Hiên;ケン;のき,flats;counter for houses;eaves,
遣,9063,1-24-15,,,162,8.0,13,664.0,1.0,qian3;gyeon;견;Khiển;Khán;ケン;つか.う;-つか.い;-づか.い;つか.わす;や.る,dispatch;despatch;send;give;donate;do;undertake,
鍵,9375,1-24-16,,,167,8.0,17,2029.0,,jian4;geon;건;Kiện;ケン;かぎ,key,
険,967a,1-24-17,,,170,5.0,11,707.0,2.0,xian3;heom;험;Hiểm;ケン;けわ.しい,precipitous;inaccessible place;impregnable position;steep place;sharp eyes,
顕,9855,1-24-18,,,181,8.0,18,1536.0,1.0,xian3;hyeon;현;Hiển;ケン;あきらか;あらわ.れる,appear;existing,あき;あきら
験,9a13,1-24-19,,,187,4.0,18,410.0,3.0,yan4;heom;험;Nghiệm;ケン;ゲン;あかし;しるし;ため.す;ためし,verification;effect;testing,
鹸,9e78,1-24-20,,,197,,19,,,jian3;gam;감;Kiềm;ケン;カン;セン;あ.く,saltiness,
元,5143,1-24-21,,,10;7,2.0,4,192.0,3.0,yuan2;weon;원;Nguyên;ゲン;ガン;もと,beginning;former time;origin,ちか;はじめ;はる;ゆき;よし
原,539f,1-24-22,,,27,2.0,10,172.0,2.0,yuan2;weon;원;Nguyên;ゲン;はら,meadow;original;primitive;field;plain;prairie;tundra;wilderness,た;ばる;ら;わた;わら
厳,53b3,1-24-23,,,27;4,6.0,17,638.0,1.0,yan2;eom;엄;Nghiêm;ゲン;ゴン;おごそ.か;きび.しい;いか.めしい;いつくし,stern;strictness;severity;rigidity,いつ;いづ;きゅうら;とし
幻,5e7b,1-24-24,,,52,8.0,4,1564.0,1.0,huan4;hwan;환;Huyễn;ゲン;まぼろし,phantasm;vision;dream;illusion;apparition,
弦,5f26,1-24-25,,,57,8.0,8,1773.0,1.0,xian2;hyeon;현;Huyền;ゲン;つる,bowstring;chord;hypotenuse,
減,6e1b,1-24-26,,,85,5.0,12,261.0,2.0,jian3;gam;감;Giảm;ゲン;へ.る;へ.らす,dwindle;decrease;reduce;decline;curtail;get hungry,
源,6e90,1-24-27,,,85,6.0,13,738.0,1.0,yuan2;weon;원;Nguyên;ゲン;みなもと,source;origin,はら;みな;もと
玄,7384,1-24-28,,,95,8.0,5,1409.0,1.0,xuan2;hyeon;현;Huyền;ゲン;くろ;くろ.い,mysterious;occultness;black;deep;profound,けん;はる;はるか
現,73fe,1-24-29,,,96,5.0,11,85.0,2.0,xian4;hyeon;현;Hiện;ゲン;あらわ.れる;あらわ.す;うつつ;うつ.つ,present;existing;actual,あきら;きら
絃,7d43,1-24-30,,,120,9.0,11,,1.0,xian2;hyeon;현;Huyền;ゲン;いと,string;cord;samisen music,
舷,8237,1-24-31,,,137,8.0,11,,,xian2;hyeon;현;Huyền;ゲン;ふなばた;ふなべり,gunwale,
言,8a00,1-24-32,,,149,2.0,7,83.0,4.0,yan2;eon;언;Ngôn;Ngân;ゲン;ゴン;い.う;こと,say;word,とき
諺,8afa,1-24-33,,,149,9.0,16,,,yan4;eon;an;언;안;Ngạn;ゲン;ことわざ,proverb,
限,9650,1-24-34,,,170,5.0,9,405.0,2.0,xian4;han;한;Hạn;ゲン;かぎ.る;かぎ.り;-かぎ.り,limit;restrict;to best of ability,
乎,4e4e,1-24-35,,,4,9.0,5,,,hu1;ho;호;Hồ;Hô;コ;オ;か;ああ;かな;や;よ;を,question mark;?,
個,500b,1-24-36,,,9,5.0,10,451.0,2.0,ge4;ge5;gae;개;Cá;コ;カ,individual;counter for articles,
古,53e4,1-24-37,,,30;24,2.0,5,509.0,4.0,gu3;go;고;Cổ;コ;ふる.い;ふる-;-ふる.す,old,ふゆ
呼,547c,1-24-38,,,30,6.0,8,498.0,2.0,hu1;ho;호;Hô;Há;コ;よ.ぶ,call;call out to;invite,よぶ
固,56fa,1-24-39,,,31,4.0,8,750.0,2.0,gu4;go;고;Cố;コ;かた.める;かた.まる;かた.まり;かた.い,harden;set;clot;curdle,
姑,59d1,1-24-40,,,38,,8,2041.0,,gu1;go;고;Cô;コ;しゅうとめ;しゅうと;おば;しばらく,mother-in-law,
孤,5b64,1-24-41,,,39,8.0,9,1239.0,1.0,gu1;go;고;Cô;コ,orphan;alone,
己,5df1,1-24-42,,,49,6.0,3,1098.0,1.0,ji3;gi;기;Kỷ;コ;キ;おのれ;つちのと;な,self,し;み
庫,5eab,1-24-43,,,53,3.0,10,852.0,2.0,ku4;go;고;Khố;コ;ク;くら,warehouse;storehouse,
弧,5f27,1-24-44,,,57,8.0,9,2371.0,1.0,hu2;ho;호;Hồ;O;コ,arc;arch;bow,
戸,6238,1-24-45,,,63,2.0,4,575.0,2.0,hu4;ho;호;Hộ;Họ;コ;と,door;counter for houses;door radical (no. 63),え;へ
故,6545,1-24-46,,,66,5.0,9,612.0,2.0,gu4;go;고;Cố;コ;ゆえ;ふる.い;もと,happenstance;especially;intentionally;reason;cause;circumstances;the late;therefore;consequently,
枯,67af,1-24-47,,,75,8.0,9,1749.0,2.0,ku1;go;고;Khô;コ;か.れる;か.らす,wither;die;dry up;be seasoned,
湖,6e56,1-24-48,,,85,3.0,12,1344.0,2.0,hu2;ho;호;Hồ;コ;みずうみ,lake,うみ;み
狐,72d0,1-24-49,,,94,,9,2185.0,,hu2;ho;호;Hồ;コ;きつね,fox,
糊,7cca,1-24-50,,,119,9.0,15,,,hu2;hu1;hu4;ho;호;Hồ;コ;ゴ;コツ;のり,paste;glue;sizing,
袴,88b4,1-24-51,,,145,9.0,11,2175.0,,ku4;go;gwa;고;과;Khố;コ;ク;はかま;ずぼん,men's formal divided skirt,
股,80a1,1-24-52,,,130,8.0,8,2212.0,,gu3;go;고;Cổ;コ;また;もも,thigh;crotch,
胡,80e1,1-24-53,,,130,9.0,9,1995.0,1.0,hu2;ho;호;Hồ;ウ;コ;ゴ;なんぞ,barbarian;foreign,えびす;くる
菰,83f0,1-24-54,,,140,,12,,,gu1;go;고;Cô;コ;こも;まこも,reed used for matting,
虎,864e,1-24-55,,,141,8.0,8,1653.0,1.0,hu3;ho;호;Hổ;コ;とら,tiger;drunkard,たけ
誇,8a87,1-24-56,,,149,8.0,13,1272.0,1.0,kua1;gwa;과;Khoa;コ;ほこ.る,boast;be proud;pride;triumphantly,
跨,8de8,1-24-57,,,157,9.0,13,,,kua4;gwa;과;Khóa;コ;カ;また.がる;またが.る;また.ぐ,be;sit or stand astride;extend over;straddle,
鈷,9237,1-24-58,,,167,,13,,,gu1;gu3;go;고;Cô;Cổ;Cỗ;コ,cobalt,
雇,96c7,1-24-59,,,172;63,8.0,12,975.0,2.0,gu4;go;ho;고;호;Cố;コ;やと.う,employ;hire,
顧,9867,1-24-60,,,181,8.0,21,1058.0,1.0,gu4;go;고;Cố;コ;かえり.みる,look back;review;examine oneself;turn around,たか;み
鼓,9f13,1-24-61,,,207,8.0,13,1795.0,1.0,gu3;go;고;Cổ;コ;つづみ,drum;beat;rouse;muster,
五,4e94,1-24-62,,,7;1,1.0,4,31.0,4.0,wu3;o;오;Ngũ;ゴ;いつ;いつ.つ,five,い;さ;さつ;ち;ふ;み;め
互,4e92,1-24-63,,,7;1,8.0,4,914.0,2.0,hu4;ho;호;Hỗ;ゴ;たが.い;かたみ.に,mutually;reciprocally;together,
伍,4f0d,1-24-64,,,9,9.0,6,1881.0,1.0,wu3;o;오;Ngũ;ゴ;いつつ,five;five-man squad;file;line,くみ;あつむ
午,5348,1-24-65,,,24;4,2.0,4,154.0,4.0,wu3;o;오;Ngọ;ゴ;うま,noon;sign of the horse;11AM-1PM;seventh sign of Chinese zodiac,
呉,5449,1-24-66,,,30;12,8.0,7,1729.0,1.0,wu2;o;u;오;우;Ngô;ゴ;く.れる;くれ,give;do something for;kingdom of Wu,ぐ
吾,543e,1-24-67,,,30;1,9.0,7,1828.0,1.0,wu2;o;오;Ngô;ゴ;われ;わが-;あ-,I;my;our;one's own,あ;あが
娯,5a2f,1-24-68,,,38,8.0,10,1827.0,1.0,yu2;o;오;Ngu;ゴ,recreation;pleasure,
後,5f8c,1-24-69,,,60,2.0,9,26.0,4.0,hou4;hu;후;Hậu;Hấu;ゴ;コウ;のち;うし.ろ;うしろ;あと;おく.れる,behind;back;later,こし;し;しい;しり
御,5fa1,1-24-70,,,60,8.0,12,1087.0,2.0,yu4;eo;a;어;아;Ngự;Nhạ;ギョ;ゴ;おん-;お-;み-,honorable;manipulate;govern,う
悟,609f,1-24-71,,,61,8.0,10,1411.0,1.0,wu4;o;오;Ngộ;ゴ;さと.る,enlightenment;perceive;discern;realize;understand,
梧,68a7,1-24-72,,,75,9.0,11,,1.0,wu2;o;오;Ngô;Ngộ;ゴ;あおぎり,Chinese parasol tree;phoenix tree,
檎,6a8e,1-24-73,,,75,9.0,17,,,qin2;geum;금;Cầm;キン;ゴン;ゴ,apple,
瑚,745a,1-24-74,,,96,9.0,13,,1.0,hu2;ho;호;Hô;Hồ;コ;ゴ,ancestral offering receptacle;coral,
碁,7881,1-24-75,,,112,8.0,13,1609.0,1.0,qi2;gi;기;Kỳ;ゴ,Go,
語,8a9e,1-24-76,,,149,2.0,14,301.0,4.0,yu3;yu4;eo;어;Ngữ;Ngứ;ゴ;かた.る;かた.らう,word;speech;language,
誤,8aa4,1-24-77,,,149,6.0,14,1150.0,2.0,wu4;o;오;Ngộ;ゴ;あやま.る;-あやま.る,mistake;err;do wrong;mislead,
護,8b77,1-24-78,,,149,5.0,20,351.0,1.0,hu4;ho;호;Hộ;ゴ;まも.る,safeguard;protect,もり
